Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,2e-08,,
Horizontal Delay,1.29557e-06,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,16.7200% to 21.7300%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.01,,
Vertical Position,-0.28,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-3.5630e-08,0.00102656,0.000104687,-1.40625e-05
-3.5230e-08,0.00108281,0.0001,-0.000101562
-3.4830e-08,0.00101563,4.6875e-05,-0.00011875
-3.4430e-08,0.000992188,-0.000126563,-0.000185938
-3.4030e-08,0.00110938,-7.8125e-05,-0.00025
-3.3630e-08,0.00120625,0,-0.000345313
-3.3230e-08,0.00122344,0.000201563,-0.000346875
-3.2830e-08,0.00115469,0.000440625,-0.00034375
-3.2430e-08,0.00105625,0.000409375,-0.000382812
-3.2030e-08,0.00100781,0.000195312,-0.000523438
-3.1630e-08,0.000979688,-0.000123437,-0.000621875
-3.1230e-08,0.00104688,-0.000304687,-0.000525
-3.0830e-08,0.00103906,-0.000220312,-0.000575
-3.0430e-08,0.000929688,-0.000210938,-0.000529688
-3.0030e-08,0.0009375,-0.0001625,-0.000403125
-2.9630e-08,0.000778125,6.25e-06,-0.000257812
-2.9230e-08,0.000589063,0,-8.125e-05
-2.8830e-08,0.000245313,-7.8125e-06,-3.59375e-05
-2.8430e-08,-1.09375e-05,-0.0001875,6.25e-06
-2.8030e-08,-9.84375e-05,-0.0003875,0.000129687
-2.7630e-08,9.84375e-05,-0.00041875,0.0003
-2.7230e-08,0.000703125,-0.000265625,0.0003875
-2.6830e-08,0.00148125,-0.000125,0.000342188
-2.6430e-08,0.00213594,5.15625e-05,0.000435938
-2.6030e-08,0.00241719,0.000173437,0.00048125
-2.5630e-08,0.00232969,5e-05,0.0004625
-2.5230e-08,0.00187656,-0.000132813,0.000367187
-2.4830e-08,0.00125313,-0.000226563,0.000325
-2.4430e-08,0.000476563,-0.00019375,0.000307813
-2.4030e-08,-0.000145312,1.71875e-05,0.000229687
-2.3630e-08,-0.000451562,0.000242187,0.000110937
-2.3230e-08,-0.000420312,0.000382813,5.15625e-05
-2.2830e-08,8.75e-05,0.000259375,-5.78125e-05
-2.2430e-08,0.000621875,1.40625e-05,-0.000142188
-2.2030e-08,0.00117969,-8.4375e-05,-0.000196875
-2.1630e-08,0.00156406,-0.000148438,-0.000232813
-2.1230e-08,0.00160938,-0.000192187,-0.00015
-2.0830e-08,0.00149063,-0.000139062,-0.000204688
-2.0430e-08,0.00123438,-4.53125e-05,-0.000173438
-2.0030e-08,0.00102188,9.6875e-05,-0.000207813
-1.9630e-08,0.000854688,9.53125e-05,-0.000214063
-1.9230e-08,0.000734375,-1.5625e-05,-0.000182813
-1.8830e-08,0.000542188,-0.000234375,-0.000103125
-1.8430e-08,0.000526563,-0.0004375,7.8125e-05
-1.8030e-08,0.0005875,-0.000492188,0.00025
-1.7630e-08,0.000726563,-0.000378125,0.000351562
-1.7230e-08,0.000909375,-0.000165625,0.000434375
-1.6830e-08,0.0009125,0.0001,0.000545312
