Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,2e-08,,
Horizontal Delay,1.29557e-06,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,16.7200% to 21.7300%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.01,,
Vertical Position,-0.28,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-3.5630e-08,0.000815625,3.75e-05,-0.000495313
-3.5230e-08,0.000659375,0.000103125,-0.000607812
-3.4830e-08,0.000657813,8.28125e-05,-0.000585938
-3.4430e-08,0.000770313,-2.96875e-05,-0.000564063
-3.4030e-08,0.000946875,-5.3125e-05,-0.000498438
-3.3630e-08,0.00112656,8.28125e-05,-0.000539062
-3.3230e-08,0.00108125,0.000348438,-0.000451563
-3.2830e-08,0.00112656,0.000435938,-0.000475
-3.2430e-08,0.000992188,0.000392188,-0.0003625
-3.2030e-08,0.00099375,0.000190625,-0.000498438
-3.1630e-08,0.00110469,-0.000185938,-0.000451563
-3.1230e-08,0.000967188,-0.000342187,-0.00051875
-3.0830e-08,0.000946875,-0.000339063,-0.000407813
-3.0430e-08,0.000857813,-0.000251562,-0.00045
-3.0030e-08,0.0010125,-2.96875e-05,-0.000342188
-2.9630e-08,0.000990625,0.000148438,-0.000207813
-2.9230e-08,0.000792188,6.25e-05,-0.000139063
-2.8830e-08,0.0004375,1.5625e-05,-7.34375e-05
-2.8430e-08,0.00015,-0.000184375,-0.000117188
-2.8030e-08,3.75e-05,-0.000364062,-7.5e-05
-2.7630e-08,8.28125e-05,-0.000495312,-0.000139063
-2.7230e-08,0.000567188,-0.000340625,-0.000273438
-2.6830e-08,0.00137188,-0.00020625,-0.000251563
-2.6430e-08,0.00190313,1.5625e-05,-0.000275
-2.6030e-08,0.00223906,0.000125,-0.000384375
-2.5630e-08,0.00226094,-2.96875e-05,-0.000671875
-2.5230e-08,0.00199219,-0.000142187,-0.000782813
-2.4830e-08,0.00143594,-0.000475,-0.00080625
-2.4430e-08,0.000614063,-0.000339063,-0.000764062
-2.4030e-08,-0.000164062,-0.00011875,-0.000628125
-2.3630e-08,-0.000653125,0.0002375,-0.000585938
-2.3230e-08,-0.000515625,0.000395312,-0.000696875
-2.2830e-08,3.90625e-05,0.000323437,-0.000653125
-2.2430e-08,0.000704688,3.75e-05,-0.000584375
-2.2030e-08,0.00125938,-0.0001625,-0.000426563
-2.1630e-08,0.00177031,-0.000140625,-0.000229687
-2.1230e-08,0.00179063,3.59375e-05,-5.3125e-05
-2.0830e-08,0.00150469,0.000126563,8.28125e-05
-2.0430e-08,0.00125938,3.59375e-05,0.0002375
-2.0030e-08,0.000990625,0.000167188,0.0004375
-1.9630e-08,0.000928125,8.28125e-05,0.000526563
-1.9230e-08,0.000546875,-0.000229687,0.000614062
-1.8830e-08,0.000546875,-0.000340625,0.000571875
-1.8430e-08,0.000570313,-0.000653125,0.000882812
-1.8030e-08,0.0006625,-0.000607812,0.00095
-1.7630e-08,0.000748438,-0.000403125,0.000925
-1.7230e-08,0.000879688,-7.5e-05,0.000835937
