Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,2e-08,,
Horizontal Delay,1.29557e-06,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,16.7200% to 21.7300%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.01,,
Vertical Position,-0.28,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-3.5630e-08,0.0024,0.0008,-0.0028
-3.5230e-08,0.0016,0.0008,-0.0028
-3.4830e-08,0.0016,0,-0.0028
-3.4430e-08,0.0016,0.0004,-0.0032
-3.4030e-08,0.0012,-0.0004,-0.0024
-3.3630e-08,0.0012,0,-0.0016
-3.3230e-08,0.0016,0,-0.0004
-3.2830e-08,0.0016,0.0008,0
-3.2430e-08,0.0016,0.0004,0.0016
-3.2030e-08,0.0012,0.0008,0.0028
-3.1630e-08,0.0004,0.0004,0.0032
-3.1230e-08,0.0008,0,0.004
-3.0830e-08,0.0004,-0.0004,0.0044
-3.0430e-08,0.0012,-0.0004,0.0052
-3.0030e-08,0.0012,-0.0004,0.0056
-2.9630e-08,0.0012,-0.0008,0.0052
-2.9230e-08,0.0008,0,0.0048
-2.8830e-08,0.0008,0,0.0048
-2.8430e-08,0.0004,-0.0008,0.0044
-2.8030e-08,0,0,0.004
-2.7630e-08,-0.0008,-0.0004,0.0028
-2.7230e-08,0,0,0.002
-2.6830e-08,0.0004,0,0.0012
-2.6430e-08,0.0016,0.0004,0.0004
-2.6030e-08,0.0016,0.0004,0
-2.5630e-08,0.002,0.0004,-0.0008
-2.5230e-08,0.0016,0.0004,-0.0016
-2.4830e-08,0.0008,0,-0.0016
-2.4430e-08,0,0,-0.0016
-2.4030e-08,0,0.0004,-0.0016
-2.3630e-08,-0.0008,0.0008,-0.0012
-2.3230e-08,0,0.0004,-0.0012
-2.2830e-08,0.0004,0.0004,-0.0008
-2.2430e-08,0.0008,0.0004,0
-2.2030e-08,0.0016,0.0004,0.0008
-2.1630e-08,0.0024,0.0008,0.002
-2.1230e-08,0.0024,0.0004,0.0032
-2.0830e-08,0.0028,0.0008,0.004
-2.0430e-08,0.0028,0.0008,0.0052
-2.0030e-08,0.0024,0.0008,0.0064
-1.9630e-08,0.0016,-0.0004,0.0064
-1.9230e-08,0.0012,-0.0004,0.0072
-1.8830e-08,0.0004,-0.0008,0.0076
-1.8430e-08,0,-0.0012,0.0076
-1.8030e-08,0,-0.0008,0.0076
-1.7630e-08,0.0004,-0.0008,0.0076
-1.7230e-08,0,-0.0008,0.0072
-1.6830e-08,0.0004,0,0.006
-1.6430e-08,0,0.0004,0.0056
-1.6030e-08,0,0.0004,0.0048
-1.5630e-08,0,0,0.0036
-1.5230e-08,-0.0008,0,0.0024
-1.4830e-08,-0.0004,-0.0004,0.002
-1.4430e-08,-0.0004,-0.0004,0.0012
-1.4030e-08,0.0004,0.0004,0
-1.3630e-08,0.0012,0.0004,-0.0012
-1.3230e-08,0.0012,0.0008,-0.0012
-1.2830e-08,0.0012,0.0008,-0.002
-1.2430e-08,0.0016,0.0008,-0.0024
-1.2030e-08,0.0012,0.0004,-0.002
