Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-07,
Horizontal Delay,3.62e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.8600% to 50.8600%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.01,
Vertical Position,2.14,
,,
,,
,,
Label,,
TIME,CH1,CH4
3.0600e-08,-0.0580734,-0.0232734
3.1000e-08,-0.0580781,-0.0190234
3.1400e-08,-0.0580422,-0.0171641
3.1800e-08,-0.0581063,-0.0174531
3.2200e-08,-0.05805,-0.0177891
3.2600e-08,-0.0580188,-0.0181719
3.3000e-08,-0.0580484,-0.0186875
3.3400e-08,-0.0581266,-0.0193594
3.3800e-08,-0.0580734,-0.01925
3.4200e-08,-0.0581266,-0.0198984
3.4600e-08,-0.0581031,-0.0208047
3.5000e-08,-0.0581406,-0.021125
3.5400e-08,-0.0580703,-0.0206875
3.5800e-08,-0.0581,-0.02175
3.6200e-08,-0.0581281,-0.0228672
3.6600e-08,-0.0581391,-0.0231484
3.7000e-08,-0.0581094,-0.0219531
3.7400e-08,-0.0581344,-0.0218125
3.7800e-08,-0.0580984,-0.0223828
3.8200e-08,-0.0581156,-0.0230156
3.8600e-08,-0.0580922,-0.0234844
3.9000e-08,-0.0581156,-0.0238828
3.9400e-08,-0.0580766,-0.0239844
3.9800e-08,-0.0580641,-0.0240469
4.0200e-08,-0.0580672,-0.0241953
4.0600e-08,-0.0580234,-0.0245078
4.1000e-08,-0.0580281,-0.0255234
4.1400e-08,-0.0580703,-0.0257187
4.1800e-08,-0.0580797,-0.0250859
4.2200e-08,-0.0581172,-0.0248047
4.2600e-08,-0.0581047,-0.0248672
4.3000e-08,-0.0581219,-0.0253125
4.3400e-08,-0.0580703,-0.0252813
4.3800e-08,-0.0580953,-0.0253516
4.4200e-08,-0.0580531,-0.02525
4.4600e-08,-0.0579859,-0.0255859
4.5000e-08,-0.05715,-0.0253672
4.5400e-08,-0.0539359,-0.0254141
4.5800e-08,-0.0462594,-0.0253203
4.6200e-08,-0.0330016,-0.0253984
4.6600e-08,-0.0162109,-0.0249766
4.7000e-08,-0.0003125,-0.0247969
4.7400e-08,0.0112359,-0.0248437
4.7800e-08,0.0170766,-0.0250391
4.8200e-08,0.0179281,-0.0243047
4.8600e-08,0.0154094,-0.0242344
4.9000e-08,0.0114547,-0.024375
4.9400e-08,0.00782187,-0.0239609
4.9800e-08,0.0055875,-0.0234844
5.0200e-08,0.00496719,-0.02275
5.0600e-08,0.0055875,-0.0215781
5.1000e-08,0.00662344,-0.0214375
5.1400e-08,0.00729844,-0.0208516
5.1800e-08,0.00730781,-0.0207031
5.2200e-08,0.00693594,-0.0201875
5.2600e-08,0.00652187,-0.0199766
5.3000e-08,0.00642188,-0.0193594
5.3400e-08,0.00682969,-0.0185234
5.3800e-08,0.00752969,-0.0180469
5.4200e-08,0.00809531,-0.0176641
5.4600e-08,0.00851562,-0.0163984
5.5000e-08,0.00839375,-0.0158359
5.5400e-08,0.00795625,-0.0152188
5.5800e-08,0.00733125,-0.0144922
5.6200e-08,0.0069375,-0.0137344
5.6600e-08,0.00684531,-0.0131562
5.7000e-08,0.00706719,-0.0122266
5.7400e-08,0.00735156,-0.0117422
5.7800e-08,0.00763125,-0.0110078
5.8200e-08,0.00777031,-0.0102656
5.8600e-08,0.00765781,-0.0100156
5.9000e-08,0.00739531,-0.00975781
5.9400e-08,0.00712344,-0.00917187
5.9800e-08,0.00693906,-0.00870313
6.0200e-08,0.00691875,-0.0080625
6.0600e-08,0.00699219,-0.00758594
6.1000e-08,0.00717813,-0.00700781
6.1400e-08,0.00728594,-0.00658594
6.1800e-08,0.0072875,-0.00629688
6.2200e-08,0.00719687,-0.00603125
6.2600e-08,0.00704062,-0.00579688
6.3000e-08,0.00680156,-0.00567188
6.3400e-08,0.00666562,-0.00496875
6.3800e-08,0.006575,-0.00501562
6.4200e-08,0.00662344,-0.00472656
6.4600e-08,0.00658437,-0.00475781
6.5000e-08,0.00618125,-0.00436719
6.5400e-08,0.00412656,-0.00446875
6.5800e-08,-0.00167969,-0.00420313
6.6200e-08,-0.0126016,-0.00411719
6.6600e-08,-0.0277719,-0.00410156
6.7000e-08,-0.0439906,-0.00420313
6.7400e-08,-0.0576219,-0.00422656
6.7800e-08,-0.0665813,-0.00425
6.8200e-08,-0.0703297,-0.00424219
6.8600e-08,-0.0696328,-0.00411719
6.9000e-08,-0.0662781,-0.00420313
6.9400e-08,-0.0619984,-0.0045
6.9800e-08,-0.0582516,-0.00454688
7.0200e-08,-0.05585,-0.00499219

