Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-07,
Horizontal Delay,2.62e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.1100% to 51.6100%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.02,
Vertical Position,-4.98,
,,
,,
,,
Label,,
TIME,CH1,CH4
-9.4000e-09,0.0536156,-0.00770313
-9.0000e-09,0.053625,-0.00765625
-8.6000e-09,0.0536031,-0.00760938
-8.2000e-09,0.0536406,-0.00745313
-7.8000e-09,0.0536531,-0.00735938
-7.4000e-09,0.0536469,-0.0075
-7.0000e-09,0.0536156,-0.00782813
-6.6000e-09,0.0537313,-0.00717188
-6.2000e-09,0.053675,-0.00734375
-5.8000e-09,0.0536,-0.00767188
-5.4000e-09,0.0536313,-0.00771875
-5.0000e-09,0.0536438,-0.00775
-4.6000e-09,0.0537188,-0.00739063
-4.2000e-09,0.0536875,-0.0074375
-3.8000e-09,0.0536125,-0.00754688
-3.4000e-09,0.0536188,-0.00751562
-3.0000e-09,0.0537219,-0.00729688
-2.6000e-09,0.0536031,-0.00748438
-2.2000e-09,0.0536406,-0.00760938
-1.8000e-09,0.0536313,-0.0075
-1.4000e-09,0.0536844,-0.00760938
-1.0000e-09,0.05365,-0.00773438
-6.0000e-10,0.0536438,-0.00335937
-2.0000e-10,0.0536063,0.0547187
2.0000e-10,0.0536313,0.205797
6.0000e-10,0.0536719,0.360594
1.0000e-09,0.0536375,0.440406
1.4000e-09,0.0536313,0.465187
1.8000e-09,0.0535906,0.474578
2.2000e-09,0.0537531,0.481828
2.6000e-09,0.0536188,0.483766
3.0000e-09,0.0536938,0.482328
3.4000e-09,0.0536406,0.480563
3.8000e-09,0.0536313,0.479719
4.2000e-09,0.0536,0.479219
4.6000e-09,0.0536344,0.480672
5.0000e-09,0.0536281,0.481656
5.4000e-09,0.0536906,0.481563
5.8000e-09,0.0536438,0.481484
6.2000e-09,0.0536688,0.483109
6.6000e-09,0.0536688,0.482812
7.0000e-09,0.0536594,0.482953
7.4000e-09,0.0536563,0.48325
7.8000e-09,0.0536063,0.483391
8.2000e-09,0.0536156,0.482875
8.6000e-09,0.0536656,0.483578
9.0000e-09,0.0536281,0.483234
9.4000e-09,0.0536281,0.485516
9.8000e-09,0.0536875,0.488859
1.0200e-08,0.0536406,0.487234
1.0600e-08,0.0536719,0.480219
1.1000e-08,0.0536719,0.476297
1.1400e-08,0.0536188,0.476938
1.1800e-08,0.0536344,0.479187
1.2200e-08,0.0536344,0.479969
1.2600e-08,0.0536281,0.479938
1.3000e-08,0.05365,0.480016
1.3400e-08,0.0536688,0.479313
1.3800e-08,0.0536438,0.479313
1.4200e-08,0.0537063,0.479812
1.4600e-08,0.0536438,0.479547
1.5000e-08,0.053775,0.478578
1.5400e-08,0.0536406,0.478
1.5800e-08,0.0536219,0.478391
1.6200e-08,0.0536063,0.479547
1.6600e-08,0.0536313,0.478203
1.7000e-08,0.0536313,0.475891
1.7400e-08,0.0535844,0.47475
1.7800e-08,0.0536281,0.475141
1.8200e-08,0.0536688,0.475391
