Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-07,
Horizontal Delay,2.62e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.1100% to 51.6100%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.02,
Vertical Position,-4.98,
,,
,,
,,
Label,,
TIME,CH1,CH4
-9.4000e-09,0.0536375,-0.00770313
-9.0000e-09,0.0535875,-0.00757813
-8.6000e-09,0.0536188,-0.00742188
-8.2000e-09,0.053625,-0.00753125
-7.8000e-09,0.053575,-0.00728125
-7.4000e-09,0.0536156,-0.007375
-7.0000e-09,0.0536188,-0.00770313
-6.6000e-09,0.0536219,-0.0070625
-6.2000e-09,0.053675,-0.00728125
-5.8000e-09,0.0536406,-0.00775
-5.4000e-09,0.053625,-0.00764063
-5.0000e-09,0.0536313,-0.00759375
-4.6000e-09,0.053625,-0.00723438
-4.2000e-09,0.0536594,-0.0075
-3.8000e-09,0.0535594,-0.00754688
-3.4000e-09,0.0536531,-0.00732813
-3.0000e-09,0.0536313,-0.00725
-2.6000e-09,0.0535969,-0.00746875
-2.2000e-09,0.053625,-0.00765625
-1.8000e-09,0.0536188,-0.00726562
-1.4000e-09,0.0536156,-0.007625
-1.0000e-09,0.0536563,-0.00770313
-6.0000e-10,0.0536313,-0.0038125
-2.0000e-10,0.0536375,0.0529219
2.0000e-10,0.053675,0.202641
6.0000e-10,0.0536625,0.3585
1.0000e-09,0.053625,0.439812
1.4000e-09,0.0536844,0.465156
1.8000e-09,0.0536094,0.474672
2.2000e-09,0.0535875,0.481719
2.6000e-09,0.0535938,0.483734
3.0000e-09,0.0536438,0.482437
3.4000e-09,0.0536313,0.480891
3.8000e-09,0.053625,0.479922
4.2000e-09,0.0536031,0.479422
4.6000e-09,0.0536438,0.4805
5.0000e-09,0.053625,0.481891
5.4000e-09,0.0537031,0.481578
5.8000e-09,0.0535875,0.481531
6.2000e-09,0.0535969,0.483094
6.6000e-09,0.0536219,0.482703
7.0000e-09,0.0536156,0.483297
7.4000e-09,0.0536469,0.483469
7.8000e-09,0.0536063,0.483203
8.2000e-09,0.0535938,0.483062
8.6000e-09,0.0536688,0.483547
9.0000e-09,0.0536188,0.483125
9.4000e-09,0.0536125,0.485375
9.8000e-09,0.0536125,0.490797
1.0200e-08,0.0536063,0.493938
1.0600e-08,0.0535656,0.487906
1.1000e-08,0.0536313,0.480891
1.1400e-08,0.0536531,0.479062
1.1800e-08,0.0535844,0.479781
1.2200e-08,0.0536625,0.479953
1.2600e-08,0.0536125,0.479703
1.3000e-08,0.0536125,0.479781
1.3400e-08,0.0536219,0.479141
1.3800e-08,0.0536281,0.478516
1.4200e-08,0.0536344,0.479
1.4600e-08,0.0536219,0.478922
1.5000e-08,0.0536531,0.478297
1.5400e-08,0.0535656,0.476828
1.5800e-08,0.0536031,0.478172
1.6200e-08,0.0536188,0.479109
1.6600e-08,0.0536063,0.477828
1.7000e-08,0.0536188,0.475078
1.7400e-08,0.0536375,0.474156
1.7800e-08,0.0535906,0.474875
1.8200e-08,0.0536188,0.474938
1.8600e-08,0.0535938,0.475016
