Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-08,
Horizontal Delay,1.29557e-06,
Sample Interval,4e-10,
Record Length,10000,
Gating,16.7200% to 21.7300%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0.0708,
Vertical Scale,0.02,
Vertical Position,-1.02,
,,
,,
,,
Label,,
TIME,CH1,CH3
-3.5630e-08,0.0889531,-0.00086875
-3.5230e-08,0.0889656,-0.000846875
-3.4830e-08,0.0890219,-0.000721875
-3.4430e-08,0.0890406,-0.000715625
-3.4030e-08,0.0890813,-0.000790625
-3.3630e-08,0.0890438,-0.000784375
-3.3230e-08,0.0889906,-0.00080625
-3.2830e-08,0.088925,-0.00085625
-3.2430e-08,0.0889156,-0.000925
-3.2030e-08,0.0889781,-0.00091875
-3.1630e-08,0.089,-0.00084375
-3.1230e-08,0.08895,-0.00083125
-3.0830e-08,0.0889937,-0.000765625
-3.0430e-08,0.0890031,-0.000721875
-3.0030e-08,0.0889687,-0.00075625
-2.9630e-08,0.0889375,-0.000734375
-2.9230e-08,0.0890188,-0.000759375
-2.8830e-08,0.0889313,-0.000803125
-2.8430e-08,0.0888844,-0.00086875
-2.8030e-08,0.08885,-0.00096875
-2.7630e-08,0.08895,-0.000825
-2.7230e-08,0.0888063,-0.000875
-2.6830e-08,0.088875,-0.000821875
-2.6430e-08,0.0889,-0.0007625
-2.6030e-08,0.089025,-0.000740625
-2.5630e-08,0.0890969,-0.000746875
-2.5230e-08,0.0890438,-0.000753125
-2.4830e-08,0.089,-0.000803125
-2.4430e-08,0.0889375,-0.000803125
-2.4030e-08,0.0889438,-0.000840625
-2.3630e-08,0.0889375,-0.000984375
-2.3230e-08,0.0889812,-0.00121875
-2.2830e-08,0.0890313,-0.00115938
-2.2430e-08,0.0891062,-0.0008375
-2.2030e-08,0.0890844,-0.000475
-2.1630e-08,0.0890344,-0.000428125
-2.1230e-08,0.0890031,-0.000540625
-2.0830e-08,0.0890344,-0.000653125
-2.0430e-08,0.0890438,-0.000709375
-2.0030e-08,0.0889031,-0.00083125
-1.9630e-08,0.0888406,-0.000865625
-1.9230e-08,0.0889094,-0.00085
-1.8830e-08,0.0890125,-0.00086875
-1.8430e-08,0.0891219,-0.000915625
-1.8030e-08,0.0890531,-0.000890625
-1.7630e-08,0.0889125,-0.000775
-1.7230e-08,0.0888219,-0.000703125
-1.6830e-08,0.0889,-0.0007375
-1.6430e-08,0.0889,-0.00080625
-1.6030e-08,0.0889687,-0.00075625
-1.5630e-08,0.0889313,-0.00075
-1.5230e-08,0.0888406,-0.00086875
-1.4830e-08,0.0889,-0.00086875
-1.4430e-08,0.0889313,-0.00091875
-1.4030e-08,0.0889594,-0.000859375
-1.3630e-08,0.088975,-0.00074375
-1.3230e-08,0.088875,-0.000828125
-1.2830e-08,0.0889406,-0.000775
-1.2430e-08,0.0889563,-0.00069375
-1.2030e-08,0.0890094,-0.0006875
-1.1630e-08,0.0890063,-0.0008375
-1.1230e-08,0.0889375,-0.00091875
-1.0830e-08,0.0889375,-0.000859375
-1.0430e-08,0.0888344,-0.000796875
