Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-09,
Horizontal Delay,8.28e-09,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.4900% to 50.500%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0.0602,
Vertical Scale,0.02,
Vertical Position,-3.42,
,,
,,
,,
Label,,
TIME,CH1,CH4
-1.2120e-08,0.0892781,-0.00350312
-1.1720e-08,0.0895594,-0.00339062
-1.1320e-08,0.0894844,-0.00334375
-1.0920e-08,0.0894312,-0.00339688
-1.0520e-08,0.0892812,-0.0034625
-1.0120e-08,0.0892937,-0.00335625
-9.7200e-09,0.0893031,-0.00335
-9.3200e-09,0.0893656,-0.0033625
-8.9200e-09,0.0893094,-0.00342812
-8.5200e-09,0.0893437,-0.00334375
-8.1200e-09,0.0894,-0.00334062
-7.7200e-09,0.0893781,-0.00338437
-7.3200e-09,0.0893406,-0.0034375
-6.9200e-09,0.0894187,-0.00335625
-6.5200e-09,0.0893094,-0.00340625
-6.1200e-09,0.0892719,-0.00335312
-5.7200e-09,0.0892125,-0.0034125
-5.3200e-09,0.0893625,-0.00332812
-4.9200e-09,0.0893969,-0.00335
-4.5200e-09,0.0894219,-0.00333438
-4.1200e-09,0.0893906,-0.00332187
-3.7200e-09,0.0894219,-0.00331875
-3.3200e-09,0.0893719,-0.00337187
-2.9200e-09,0.0894312,-0.00325625
-2.5200e-09,0.0893281,-0.00341875
-2.1200e-09,0.0893156,-0.00335937
-1.7200e-09,0.0892437,-0.00339375
-1.3200e-09,0.0893125,-0.00350312
-9.2000e-10,0.0892781,-0.000459375
-5.2000e-10,0.0893125,0.0197719
-1.2000e-10,0.089425,0.0571375
2.8000e-10,0.0893719,0.0873906
6.8000e-10,0.0892625,0.100728
1.0800e-09,0.0895187,0.1057
1.4800e-09,0.0893875,0.108094
1.8800e-09,0.0893156,0.109281
2.2800e-09,0.0892031,0.109478
2.6800e-09,0.0893031,0.109206
3.0800e-09,0.089375,0.108819
3.4800e-09,0.0894656,0.1084
3.8800e-09,0.0893437,0.108247
4.2800e-09,0.0894062,0.108447
4.6800e-09,0.089375,0.108509
5.0800e-09,0.0893844,0.108463
5.4800e-09,0.0893281,0.108494
5.8800e-09,0.0893906,0.108625
6.2800e-09,0.0893594,0.108669
6.6800e-09,0.0893344,0.108753
7.0800e-09,0.0892875,0.108681
7.4800e-09,0.0894562,0.108691
7.8800e-09,0.0894719,0.108725
8.2800e-09,0.08945,0.108856
8.6800e-09,0.0893719,0.108772
9.0800e-09,0.0893844,0.107659
9.4800e-09,0.0893219,0.105688
9.8800e-09,0.0894531,0.104797
1.0280e-08,0.0894312,0.104819
1.0680e-08,0.0894125,0.105278
1.1080e-08,0.0893,0.105734
1.1480e-08,0.0893812,0.106247
1.1880e-08,0.0893625,0.106447
1.2280e-08,0.0893531,0.106222
1.2680e-08,0.0894719,0.106
1.3080e-08,0.0896875,0.106103
1.3480e-08,0.0908406,0.106028
1.3880e-08,0.0956844,0.105969
1.4280e-08,0.106097,0.105934
1.4680e-08,0.122597,0.105869
1.5080e-08,0.142375,0.105772
1.5480e-08,0.161025,0.105966
1.5880e-08,0.1742,0.106141
1.6280e-08,0.180619,0.105766
1.6680e-08,0.182141,0.105059
1.7080e-08,0.182009,0.104981
1.7480e-08,0.182544,0.105206
1.7880e-08,0.184584,0.10525
1.8280e-08,0.187475,0.105263
1.8680e-08,0.190028,0.105188
1.9080e-08,0.191406,0.105091
1.9480e-08,0.191641,0.105059
1.9880e-08,0.190862,0.104963
2.0280e-08,0.189881,0.105022
2.0680e-08,0.189316,0.104875
2.1080e-08,0.189516,0.104791
2.1480e-08,0.190322,0.104675
2.1880e-08,0.191672,0.104734
2.2280e-08,0.192666,0.104619
2.2680e-08,0.193269,0.104719
2.3080e-08,0.192984,0.104538
2.3480e-08,0.192475,0.104456
2.3880e-08,0.191875,0.104428
2.4280e-08,0.1915,0.104397
2.4680e-08,0.191291,0.104284
2.5080e-08,0.191109,0.104275
2.5480e-08,0.191347,0.104253
2.5880e-08,0.191878,0.1042
2.6280e-08,0.193134,0.103944
2.6680e-08,0.196072,0.104109
2.7080e-08,0.199656,0.103919
2.7480e-08,0.202766,0.103813
2.7880e-08,0.203756,0.103744

