Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-09,
Horizontal Delay,8.28e-09,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.4900% to 50.500%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0.0602,
Vertical Scale,0.02,
Vertical Position,-3.42,
,,
,,
,,
Label,,
TIME,CH1,CH4
-1.2120e-08,0.0892625,-0.0034375
-1.1720e-08,0.0895312,-0.00314063
-1.1320e-08,0.0895219,-0.00321562
-1.0920e-08,0.0894719,-0.0033
-1.0520e-08,0.0894375,-0.0034
-1.0120e-08,0.0894625,-0.00335
-9.7200e-09,0.0894469,-0.00329062
-9.3200e-09,0.08945,-0.00324062
-8.9200e-09,0.089325,-0.00335625
-8.5200e-09,0.0893469,-0.00332187
-8.1200e-09,0.0894531,-0.0032375
-7.7200e-09,0.0893781,-0.00327812
-7.3200e-09,0.089325,-0.00334062
-6.9200e-09,0.0894687,-0.00329062
-6.5200e-09,0.0895,-0.00335312
-6.1200e-09,0.0894562,-0.00330312
-5.7200e-09,0.089325,-0.00334687
-5.3200e-09,0.0894656,-0.00327812
-4.9200e-09,0.08935,-0.00325625
-4.5200e-09,0.0892781,-0.00324687
-4.1200e-09,0.0892969,-0.00330312
-3.7200e-09,0.0894125,-0.00326562
-3.3200e-09,0.0894281,-0.00327188
-2.9200e-09,0.0895406,-0.00322187
-2.5200e-09,0.0894625,-0.0032875
-2.1200e-09,0.0894531,-0.00327812
-1.7200e-09,0.089375,-0.00332812
-1.3200e-09,0.0894062,-0.00348125
-9.2000e-10,0.0892969,-0.00035625
-5.2000e-10,0.0892969,0.020075
-1.2000e-10,0.0894656,0.0574563
2.8000e-10,0.0894719,0.087575
6.8000e-10,0.0892937,0.100963
1.0800e-09,0.0895312,0.105728
1.4800e-09,0.0894406,0.108059
1.8800e-09,0.0893844,0.109309
2.2800e-09,0.089325,0.109525
2.6800e-09,0.0893687,0.109222
3.0800e-09,0.0893125,0.10885
3.4800e-09,0.0894281,0.108463
3.8800e-09,0.0893,0.108278
4.2800e-09,0.0893937,0.108547
4.6800e-09,0.0894219,0.108563
5.0800e-09,0.0894281,0.108513
5.4800e-09,0.0893406,0.108578
5.8800e-09,0.0894344,0.108756
6.2800e-09,0.089325,0.108784
6.6800e-09,0.0893969,0.108859
7.0800e-09,0.0892687,0.108709
7.4800e-09,0.0894969,0.108722
7.8800e-09,0.0894844,0.108763
8.2800e-09,0.0893625,0.108853
8.6800e-09,0.0893375,0.109228
9.0800e-09,0.0894437,0.110066
9.4800e-09,0.0894094,0.109259
9.8800e-09,0.0894906,0.107413
1.0280e-08,0.0893719,0.106153
1.0680e-08,0.0893875,0.105991
1.1080e-08,0.0893719,0.106053
1.1480e-08,0.0894062,0.106347
1.1880e-08,0.0893781,0.106516
1.2280e-08,0.0893344,0.106297
1.2680e-08,0.0894875,0.106103
1.3080e-08,0.0894219,0.106116
1.3480e-08,0.0896125,0.106128
1.3880e-08,0.0904719,0.106241
1.4280e-08,0.0940531,0.106188
1.4680e-08,0.102197,0.106056
1.5080e-08,0.115506,0.106028
1.5480e-08,0.131731,0.1062
1.5880e-08,0.147397,0.106341
1.6280e-08,0.159972,0.105947
1.6680e-08,0.1682,0.105344
1.7080e-08,0.173091,0.105209
1.7480e-08,0.176084,0.105381
1.7880e-08,0.178353,0.105409
1.8280e-08,0.180841,0.105381
1.8680e-08,0.183709,0.105444
1.9080e-08,0.186319,0.105419
1.9480e-08,0.188312,0.105219
1.9880e-08,0.189341,0.105081
2.0280e-08,0.189666,0.105125
2.0680e-08,0.18925,0.105138
2.1080e-08,0.188887,0.10495
2.1480e-08,0.189022,0.104866
2.1880e-08,0.189631,0.104903
2.2280e-08,0.190378,0.104766
2.2680e-08,0.191341,0.104822
2.3080e-08,0.191806,0.104734
2.3480e-08,0.191812,0.1047
2.3880e-08,0.19155,0.104513
2.4280e-08,0.191281,0.104481
2.4680e-08,0.190944,0.104513
2.5080e-08,0.190825,0.104444
2.5480e-08,0.190878,0.104331
2.5880e-08,0.190978,0.104319
2.6280e-08,0.191353,0.104263
2.6680e-08,0.192459,0.104238
2.7080e-08,0.194341,0.104103
2.7480e-08,0.197313,0.104003
2.7880e-08,0.199922,0.103878

