Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-07,
Horizontal Delay,2.62e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.1100% to 51.6100%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.02,
Vertical Position,-4.98,
,,
,,
,,
Label,,
TIME,CH1,CH4
-9.4000e-09,0.0536344,-0.00770313
-9.0000e-09,0.0536156,-0.00779688
-8.6000e-09,0.0536813,-0.00759375
-8.2000e-09,0.0536563,-0.0075
-7.8000e-09,0.053675,-0.0073125
-7.4000e-09,0.0536844,-0.00748438
-7.0000e-09,0.0536344,-0.00784375
-6.6000e-09,0.053725,-0.00710938
-6.2000e-09,0.0537156,-0.00735938
-5.8000e-09,0.0536813,-0.0078125
-5.4000e-09,0.0536563,-0.00764063
-5.0000e-09,0.0536719,-0.00771875
-4.6000e-09,0.05365,-0.00740625
-4.2000e-09,0.0536375,-0.00757813
-3.8000e-09,0.0536406,-0.0078125
-3.4000e-09,0.0536844,-0.00754688
-3.0000e-09,0.0537313,-0.00729688
-2.6000e-09,0.0536781,-0.00757813
-2.2000e-09,0.0536688,-0.00765625
-1.8000e-09,0.0536531,-0.00754688
-1.4000e-09,0.0536625,-0.0076875
-1.0000e-09,0.0536656,-0.00785938
-6.0000e-10,0.0536594,-0.00384375
-2.0000e-10,0.0536688,0.0538906
2.0000e-10,0.0536656,0.204313
6.0000e-10,0.0536594,0.359391
1.0000e-09,0.0536531,0.439922
1.4000e-09,0.0537063,0.465281
1.8000e-09,0.0536219,0.474453
2.2000e-09,0.0538125,0.481625
2.6000e-09,0.0536688,0.483719
3.0000e-09,0.0536844,0.482313
3.4000e-09,0.0536813,0.480375
3.8000e-09,0.0536531,0.479469
4.2000e-09,0.0536094,0.479297
4.6000e-09,0.0536688,0.480297
5.0000e-09,0.0536625,0.481719
5.4000e-09,0.0536781,0.481344
5.8000e-09,0.0536188,0.481375
6.2000e-09,0.0537188,0.482906
6.6000e-09,0.053675,0.482656
7.0000e-09,0.0536625,0.483172
7.4000e-09,0.053675,0.483078
7.8000e-09,0.0536375,0.483203
8.2000e-09,0.0536813,0.482812
8.6000e-09,0.0536594,0.483359
9.0000e-09,0.053625,0.483281
9.4000e-09,0.0536531,0.485172
9.8000e-09,0.0537219,0.486
1.0200e-08,0.0536906,0.480141
1.0600e-08,0.0536781,0.472516
1.1000e-08,0.0536875,0.471406
1.1400e-08,0.0536875,0.474266
1.1800e-08,0.0536594,0.476516
1.2200e-08,0.0536375,0.477578
1.2600e-08,0.053675,0.479109
1.3000e-08,0.0536531,0.478688
1.3400e-08,0.053675,0.478109
1.3800e-08,0.0536875,0.477781
1.4200e-08,0.0537,0.478234
1.4600e-08,0.0536625,0.477609
1.5000e-08,0.0537313,0.477203
1.5400e-08,0.0536438,0.476219
1.5800e-08,0.0537125,0.477047
1.6200e-08,0.0536531,0.477641
1.6600e-08,0.0536719,0.476437
1.7000e-08,0.0536844,0.474594
1.7400e-08,0.0536563,0.472906
1.7800e-08,0.0536469,0.473016
1.8200e-08,0.0536813,0.4735
