Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-07,
Horizontal Delay,2.62e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.1100% to 51.6100%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.02,
Vertical Position,-4.98,
,,
,,
,,
Label,,
TIME,CH1,CH4
-9.4000e-09,0.0536125,-0.00775
-9.0000e-09,0.0536094,-0.0078125
-8.6000e-09,0.0536781,-0.00754688
-8.2000e-09,0.0536781,-0.00770313
-7.8000e-09,0.0536375,-0.00760938
-7.4000e-09,0.053725,-0.00754688
-7.0000e-09,0.0536406,-0.00784375
-6.6000e-09,0.0537281,-0.00746875
-6.2000e-09,0.0537344,-0.007625
-5.8000e-09,0.0536438,-0.0078125
-5.4000e-09,0.0536594,-0.00779688
-5.0000e-09,0.0536938,-0.00785938
-4.6000e-09,0.0536969,-0.007625
-4.2000e-09,0.0537031,-0.00767188
-3.8000e-09,0.0536469,-0.007875
-3.4000e-09,0.0536719,-0.00759375
-3.0000e-09,0.0536688,-0.00759375
-2.6000e-09,0.05365,-0.00775
-2.2000e-09,0.0536313,-0.00778125
-1.8000e-09,0.0536594,-0.0076875
-1.4000e-09,0.05365,-0.007625
-1.0000e-09,0.0536469,-0.00785938
-6.0000e-10,0.0536313,-0.00378125
-2.0000e-10,0.0536906,0.0566562
2.0000e-10,0.0536531,0.208547
6.0000e-10,0.0536969,0.362453
1.0000e-09,0.0536625,0.440937
1.4000e-09,0.0536906,0.46525
1.8000e-09,0.0536344,0.474609
2.2000e-09,0.0537906,0.481609
2.6000e-09,0.0536281,0.4835
3.0000e-09,0.0535969,0.482141
3.4000e-09,0.0536688,0.480187
3.8000e-09,0.0536156,0.479469
4.2000e-09,0.0536094,0.47925
4.6000e-09,0.0537031,0.480297
5.0000e-09,0.0536563,0.481609
5.4000e-09,0.0536969,0.480875
5.8000e-09,0.0536156,0.481047
6.2000e-09,0.0536406,0.482688
6.6000e-09,0.0536125,0.482594
7.0000e-09,0.0536375,0.482719
7.4000e-09,0.0536344,0.482703
7.8000e-09,0.0536219,0.483078
8.2000e-09,0.0536844,0.482688
8.6000e-09,0.0536656,0.483266
9.0000e-09,0.0536344,0.482766
9.4000e-09,0.0536438,0.485
9.8000e-09,0.0536875,0.488109
1.0200e-08,0.0536469,0.486422
1.0600e-08,0.0536375,0.478969
1.1000e-08,0.0536625,0.475453
1.1400e-08,0.0536688,0.475938
1.1800e-08,0.0536656,0.477141
1.2200e-08,0.0536719,0.47775
1.2600e-08,0.0536531,0.479094
1.3000e-08,0.053675,0.478625
1.3400e-08,0.0536813,0.477891
1.3800e-08,0.0536438,0.4775
1.4200e-08,0.0536875,0.478203
1.4600e-08,0.0536094,0.477484
1.5000e-08,0.0536781,0.477125
1.5400e-08,0.0536406,0.476141
1.5800e-08,0.0536531,0.477172
1.6200e-08,0.0536375,0.477625
1.6600e-08,0.0536375,0.476469
1.7000e-08,0.0536188,0.474125
1.7400e-08,0.0535938,0.472766
1.7800e-08,0.0536406,0.473359
1.8200e-08,0.0536938,0.473641
