Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-07,
Horizontal Delay,2.62e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.1100% to 51.6100%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.02,
Vertical Position,-4.98,
,,
,,
,,
Label,,
TIME,CH1,CH4
-9.4000e-09,0.0536156,-0.00739063
-9.0000e-09,0.0536625,-0.00748438
-8.6000e-09,0.0536656,-0.00726562
-8.2000e-09,0.0536438,-0.00725
-7.8000e-09,0.0536781,-0.00715625
-7.4000e-09,0.0537188,-0.00728125
-7.0000e-09,0.0536469,-0.0075625
-6.6000e-09,0.0537156,-0.00701562
-6.2000e-09,0.0536875,-0.0071875
-5.8000e-09,0.0536438,-0.00746875
-5.4000e-09,0.053625,-0.00740625
-5.0000e-09,0.0536375,-0.00734375
-4.6000e-09,0.0536969,-0.00703125
-4.2000e-09,0.0536875,-0.00735938
-3.8000e-09,0.0536688,-0.007375
-3.4000e-09,0.0536625,-0.00720313
-3.0000e-09,0.0536031,-0.00723438
-2.6000e-09,0.05365,-0.00720313
-2.2000e-09,0.0536281,-0.00754688
-1.8000e-09,0.0536531,-0.00726562
-1.4000e-09,0.053675,-0.00715625
-1.0000e-09,0.0536656,-0.00767188
-6.0000e-10,0.0536406,-0.00328125
-2.0000e-10,0.0536438,0.0555313
2.0000e-10,0.0536375,0.206109
6.0000e-10,0.0535969,0.360594
1.0000e-09,0.0536563,0.440734
1.4000e-09,0.0537219,0.465297
1.8000e-09,0.0537219,0.474797
2.2000e-09,0.0537844,0.481953
2.6000e-09,0.0536406,0.483906
3.0000e-09,0.0536375,0.482516
3.4000e-09,0.0536,0.480563
3.8000e-09,0.0535563,0.479953
4.2000e-09,0.053625,0.479703
4.6000e-09,0.0536688,0.48075
5.0000e-09,0.0536656,0.481922
5.4000e-09,0.0536938,0.481969
5.8000e-09,0.0536469,0.481844
6.2000e-09,0.0537,0.483109
6.6000e-09,0.053675,0.482719
7.0000e-09,0.0536188,0.483359
7.4000e-09,0.0536563,0.483313
7.8000e-09,0.053625,0.48325
8.2000e-09,0.0536531,0.483281
8.6000e-09,0.0536656,0.483547
9.0000e-09,0.0536375,0.483234
9.4000e-09,0.053675,0.485391
9.8000e-09,0.0536469,0.487563
1.0200e-08,0.0536781,0.483469
1.0600e-08,0.0536563,0.476219
1.1000e-08,0.0536625,0.473328
1.1400e-08,0.0536469,0.475547
1.1800e-08,0.0536594,0.477469
1.2200e-08,0.0536938,0.478
1.2600e-08,0.0536563,0.479672
1.3000e-08,0.0536594,0.479594
1.3400e-08,0.0536625,0.478797
1.3800e-08,0.0536281,0.478453
1.4200e-08,0.053725,0.479094
1.4600e-08,0.0536719,0.478469
1.5000e-08,0.0537531,0.477844
1.5400e-08,0.0536563,0.476781
1.5800e-08,0.0536563,0.477906
1.6200e-08,0.0535844,0.478453
1.6600e-08,0.0536438,0.477031
1.7000e-08,0.0536375,0.475031
1.7400e-08,0.0536531,0.473734
1.7800e-08,0.0536375,0.474109
1.8200e-08,0.0536906,0.474703
1.8600e-08,0.0536188,0.474828
