Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-07,
Horizontal Delay,2.62e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.1100% to 51.6100%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.02,
Vertical Position,-4.98,
,,
,,
,,
Label,,
TIME,CH1,CH4
-9.4000e-09,0.0536719,-0.0078125
-9.0000e-09,0.0536938,-0.00760938
-8.6000e-09,0.0537063,-0.00745313
-8.2000e-09,0.0536875,-0.0075625
-7.8000e-09,0.0537313,-0.007375
-7.4000e-09,0.0537375,-0.00746875
-7.0000e-09,0.053675,-0.00775
-6.6000e-09,0.0538031,-0.0074375
-6.2000e-09,0.0537563,-0.00729688
-5.8000e-09,0.0536594,-0.00767188
-5.4000e-09,0.0536344,-0.007625
-5.0000e-09,0.0537031,-0.00775
-4.6000e-09,0.0537563,-0.00754688
-4.2000e-09,0.0536875,-0.00760938
-3.8000e-09,0.0536563,-0.00770313
-3.4000e-09,0.0536813,-0.00754688
-3.0000e-09,0.0537063,-0.0073125
-2.6000e-09,0.0536844,-0.00776562
-2.2000e-09,0.0536094,-0.0076875
-1.8000e-09,0.0536875,-0.00754688
-1.4000e-09,0.0536813,-0.0075625
-1.0000e-09,0.053675,-0.00778125
-6.0000e-10,0.0537156,-0.00392188
-2.0000e-10,0.0537406,0.0535937
2.0000e-10,0.0536906,0.2035
6.0000e-10,0.0537156,0.358922
1.0000e-09,0.0537188,0.439688
1.4000e-09,0.053725,0.465031
1.8000e-09,0.0537094,0.474359
2.2000e-09,0.0538188,0.481703
2.6000e-09,0.0537,0.483781
3.0000e-09,0.0537344,0.482422
3.4000e-09,0.0536656,0.480563
3.8000e-09,0.0536344,0.479656
4.2000e-09,0.0536594,0.479453
4.6000e-09,0.0537281,0.480391
5.0000e-09,0.0537344,0.481625
5.4000e-09,0.0537438,0.481203
5.8000e-09,0.0536531,0.481172
6.2000e-09,0.0537563,0.483016
6.6000e-09,0.0536969,0.482609
7.0000e-09,0.0536625,0.483
7.4000e-09,0.0536781,0.483219
7.8000e-09,0.0537094,0.483016
8.2000e-09,0.0537563,0.48275
8.6000e-09,0.0537125,0.483313
9.0000e-09,0.0536844,0.482906
9.4000e-09,0.0537438,0.485266
9.8000e-09,0.0537156,0.486656
1.0200e-08,0.0536875,0.480875
1.0600e-08,0.0536875,0.474234
1.1000e-08,0.0537094,0.472984
1.1400e-08,0.0536938,0.475984
1.1800e-08,0.0537063,0.478547
1.2200e-08,0.0537,0.479625
1.2600e-08,0.0536813,0.480172
1.3000e-08,0.0536938,0.479891
1.3400e-08,0.0536719,0.479328
1.3800e-08,0.0536594,0.479516
1.4200e-08,0.0537438,0.479547
1.4600e-08,0.0536844,0.479094
1.5000e-08,0.0538,0.478469
1.5400e-08,0.0537031,0.477609
1.5800e-08,0.0536719,0.478172
1.6200e-08,0.0536438,0.478891
1.6600e-08,0.0536875,0.477766
1.7000e-08,0.0537125,0.475359
1.7400e-08,0.0536688,0.474063
1.7800e-08,0.0537063,0.474812
1.8200e-08,0.0537094,0.475094
