Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-07,
Horizontal Delay,2.62e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.1100% to 51.6100%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.02,
Vertical Position,-4.98,
,,
,,
,,
Label,,
TIME,CH1,CH4
-9.4000e-09,0.0536031,-0.00764063
-9.0000e-09,0.0536188,-0.0076875
-8.6000e-09,0.0536,-0.0074375
-8.2000e-09,0.0536219,-0.00765625
-7.8000e-09,0.0535906,-0.00757813
-7.4000e-09,0.0536094,-0.00740625
-7.0000e-09,0.0535375,-0.007875
-6.6000e-09,0.0536531,-0.00721875
-6.2000e-09,0.0536594,-0.00735938
-5.8000e-09,0.0535969,-0.00771875
-5.4000e-09,0.0535938,-0.00771875
-5.0000e-09,0.0536,-0.0079375
-4.6000e-09,0.0536531,-0.00745313
-4.2000e-09,0.0536,-0.00753125
-3.8000e-09,0.0535969,-0.00775
-3.4000e-09,0.0536125,-0.00757813
-3.0000e-09,0.0536406,-0.00753125
-2.6000e-09,0.0536594,-0.00764063
-2.2000e-09,0.0536313,-0.00776562
-1.8000e-09,0.0536344,-0.00760938
-1.4000e-09,0.0536563,-0.00757813
-1.0000e-09,0.0536031,-0.00784375
-6.0000e-10,0.0536281,-0.00401562
-2.0000e-10,0.0536,0.0540156
2.0000e-10,0.0536281,0.204359
6.0000e-10,0.0536469,0.359687
1.0000e-09,0.0536406,0.439937
1.4000e-09,0.0536281,0.464969
1.8000e-09,0.0535844,0.474266
2.2000e-09,0.0536563,0.481578
2.6000e-09,0.0535656,0.483531
3.0000e-09,0.0535781,0.482219
3.4000e-09,0.0535594,0.480297
3.8000e-09,0.0535594,0.479547
4.2000e-09,0.0535906,0.479094
4.6000e-09,0.0536406,0.480219
5.0000e-09,0.0535875,0.481703
5.4000e-09,0.05365,0.480906
5.8000e-09,0.0535813,0.481047
6.2000e-09,0.0536438,0.482797
6.6000e-09,0.0536344,0.482766
7.0000e-09,0.0536375,0.483016
7.4000e-09,0.0536375,0.483156
7.8000e-09,0.0536156,0.483109
8.2000e-09,0.0536594,0.483016
8.6000e-09,0.0536031,0.483266
9.0000e-09,0.0535156,0.482938
9.4000e-09,0.0536,0.484938
9.8000e-09,0.053575,0.489109
1.0200e-08,0.0535906,0.488969
1.0600e-08,0.0535938,0.481781
1.1000e-08,0.0536188,0.476547
1.1400e-08,0.0535844,0.476313
1.1800e-08,0.0535969,0.4775
1.2200e-08,0.0536,0.478016
1.2600e-08,0.0536219,0.479531
1.3000e-08,0.0535906,0.478875
1.3400e-08,0.0536188,0.478375
1.3800e-08,0.0536313,0.478094
1.4200e-08,0.0536188,0.478875
1.4600e-08,0.0536063,0.478141
1.5000e-08,0.053625,0.477688
1.5400e-08,0.0536063,0.476578
1.5800e-08,0.0536125,0.477875
1.6200e-08,0.0536063,0.478203
1.6600e-08,0.0536031,0.476812
1.7000e-08,0.0535875,0.474891
1.7400e-08,0.0535906,0.473328
1.7800e-08,0.0535469,0.473859
1.8200e-08,0.0535875,0.474453
