Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-08,
Horizontal Delay,1.29557e-06,
Sample Interval,4e-10,
Record Length,10000,
Gating,16.7200% to 21.7300%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0.0708,
Vertical Scale,0.02,
Vertical Position,-1.02,
,,
,,
,,
Label,,
TIME,CH1,CH3
-3.5630e-08,0.0892031,-0.000859375
-3.5230e-08,0.0891,-0.0008
-3.4830e-08,0.0891344,-0.00079375
-3.4430e-08,0.0890625,-0.000775
-3.4030e-08,0.0891,-0.000784375
-3.3630e-08,0.0890563,-0.000796875
-3.3230e-08,0.0890188,-0.00073125
-3.2830e-08,0.0890188,-0.000821875
-3.2430e-08,0.089025,-0.000796875
-3.2030e-08,0.0890438,-0.00083125
-3.1630e-08,0.0890906,-0.000753125
-3.1230e-08,0.0891125,-0.00080625
-3.0830e-08,0.0890937,-0.000809375
-3.0430e-08,0.0891125,-0.000815625
-3.0030e-08,0.0891375,-0.00078125
-2.9630e-08,0.0890906,-0.000803125
-2.9230e-08,0.0891156,-0.000853125
-2.8830e-08,0.0890906,-0.00081875
-2.8430e-08,0.0890469,-0.0007875
-2.8030e-08,0.0890219,-0.00084375
-2.7630e-08,0.0890813,-0.000790625
-2.7230e-08,0.0891094,-0.000909375
-2.6830e-08,0.0891406,-0.000796875
-2.6430e-08,0.0891594,-0.0008
-2.6030e-08,0.089125,-0.00080625
-2.5630e-08,0.0891938,-0.000759375
-2.5230e-08,0.0890906,-0.000803125
-2.4830e-08,0.0889812,-0.000825
-2.4430e-08,0.088975,-0.00081875
-2.4030e-08,0.0889875,-0.000803125
-2.3630e-08,0.0891062,-0.000978125
-2.3230e-08,0.0891906,-0.00115938
-2.2830e-08,0.089225,-0.00111875
-2.2430e-08,0.0891813,-0.000878125
-2.2030e-08,0.0891156,-0.00056875
-2.1630e-08,0.0890219,-0.00045
-2.1230e-08,0.089,-0.000590625
-2.0830e-08,0.08905,-0.0006625
-2.0430e-08,0.0892094,-0.0007625
-2.0030e-08,0.0891531,-0.0008125
-1.9630e-08,0.0890469,-0.000821875
-1.9230e-08,0.0890625,-0.0008125
-1.8830e-08,0.0891531,-0.000784375
-1.8430e-08,0.0891906,-0.000846875
-1.8030e-08,0.0890937,-0.000796875
-1.7630e-08,0.0890406,-0.00074375
-1.7230e-08,0.0889687,-0.00076875
-1.6830e-08,0.0889094,-0.000809375
-1.6430e-08,0.0890531,-0.000865625
-1.6030e-08,0.0891688,-0.00076875
-1.5630e-08,0.0892781,-0.000740625
-1.5230e-08,0.0891844,-0.0008625
-1.4830e-08,0.0892094,-0.000740625
-1.4430e-08,0.0890844,-0.000796875
-1.4030e-08,0.0890063,-0.000734375
-1.3630e-08,0.089025,-0.00079375
-1.3230e-08,0.0889687,-0.000825
-1.2830e-08,0.0890937,-0.000746875
-1.2430e-08,0.0891531,-0.00071875
-1.2030e-08,0.0891813,-0.000775
-1.1630e-08,0.089175,-0.0009
-1.1230e-08,0.0891281,-0.00086875
-1.0830e-08,0.0890531,-0.0008
-1.0430e-08,0.0890406,-0.0007375
