Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.0531063,0.0395016,-0.00795313
-5.2000e-09,0.0531438,0.0394813,-0.00776562
-4.8000e-09,0.0530813,0.0394734,-0.00771875
-4.4000e-09,0.0531063,0.0395031,-0.00770313
-4.0000e-09,0.0532469,0.0394844,-0.00765625
-3.6000e-09,0.0531281,0.039475,-0.0075
-3.2000e-09,0.0530781,0.0394531,-0.00779688
-2.8000e-09,0.053325,0.0395125,-0.00726562
-2.4000e-09,0.0532125,0.0395,-0.00732813
-2.0000e-09,0.053175,0.0394609,-0.00778125
-1.6000e-09,0.0530688,0.0394641,-0.0076875
-1.2000e-09,0.0530969,0.0394719,-0.00757813
-8.0000e-10,0.0531219,0.0395047,-0.00767188
-4.0000e-10,0.0532406,0.0394984,0.0136875
0.0000e+00,0.053075,0.0394375,0.121078
4.0000e-10,0.0531094,0.0394437,0.289875
8.0000e-10,0.0531531,0.03945,0.410297
1.2000e-09,0.0532313,0.0394313,0.456953
1.6000e-09,0.0530813,0.0394375,0.470172
2.0000e-09,0.0532281,0.0394938,0.478922
2.4000e-09,0.0531156,0.0394875,0.483313
2.8000e-09,0.0531344,0.0394641,0.483688
3.2000e-09,0.05305,0.0394719,0.4815
3.6000e-09,0.0531719,0.0395094,0.480469
4.0000e-09,0.053125,0.0394797,0.47975
4.4000e-09,0.0531875,0.0395125,0.480219
4.8000e-09,0.0531031,0.0394828,0.481141
5.2000e-09,0.0531719,0.0395016,0.482
5.6000e-09,0.0531781,0.0394469,0.481734
6.0000e-09,0.0532219,0.0394969,0.482688
6.4000e-09,0.0531844,0.0394828,0.482578
6.8000e-09,0.0531344,0.0395203,0.483203
7.2000e-09,0.0531813,0.0394781,0.483344
7.6000e-09,0.0531719,0.0394656,0.483359
8.0000e-09,0.0531125,0.0394813,0.483141
8.4000e-09,0.0530938,0.0394734,0.483172
8.8000e-09,0.0531688,0.0394672,0.483563
9.2000e-09,0.0531063,0.0394734,0.484484
9.6000e-09,0.0530438,0.0394406,0.487125
1.0000e-08,0.0532938,0.0395328,0.488984
1.0400e-08,0.0532625,0.0395203,0.483234
1.0800e-08,0.0531844,0.0394594,0.476391
1.1200e-08,0.0530781,0.0394766,0.475547
1.1600e-08,0.0531438,0.0395094,0.477063
1.2000e-08,0.0531406,0.0394922,0.478328
1.2400e-08,0.0532094,0.0394578,0.479547
1.2800e-08,0.0530625,0.0394625,0.478875
1.3200e-08,0.0531063,0.0394578,0.478672
1.3600e-08,0.0532063,0.0394875,0.478563
1.4000e-08,0.0531906,0.0394766,0.478719
1.4400e-08,0.0530844,0.0394594,0.478641
1.4800e-08,0.0531375,0.0394703,0.477859
1.5200e-08,0.0531313,0.0394547,0.476875
1.5600e-08,0.0530906,0.03945,0.476938
