Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.0531094,0.0394453,-0.00795313
-5.2000e-09,0.05315,0.0394297,-0.00776562
-4.8000e-09,0.0530719,0.0394359,-0.00785938
-4.4000e-09,0.0531281,0.0394609,-0.00771875
-4.0000e-09,0.0531813,0.0394703,-0.00775
-3.6000e-09,0.0531,0.0394578,-0.00754688
-3.2000e-09,0.0530438,0.0394422,-0.00789063
-2.8000e-09,0.0533281,0.0394984,-0.00745313
-2.4000e-09,0.0531594,0.0394547,-0.007625
-2.0000e-09,0.0531344,0.0394359,-0.00778125
-1.6000e-09,0.0530563,0.0394203,-0.00773438
-1.2000e-09,0.0530531,0.0394234,-0.00785938
-8.0000e-10,0.0531375,0.0394328,-0.0080625
-4.0000e-10,0.0532125,0.0394375,0.0140156
0.0000e+00,0.0530969,0.0394203,0.122828
4.0000e-10,0.0531094,0.0394188,0.292297
8.0000e-10,0.0531719,0.0394453,0.411219
1.2000e-09,0.0530969,0.0394391,0.456937
1.6000e-09,0.053075,0.0394328,0.470016
2.0000e-09,0.0531563,0.0394766,0.478766
2.4000e-09,0.0531,0.039475,0.482953
2.8000e-09,0.0531375,0.0394281,0.483203
3.2000e-09,0.0530313,0.0394031,0.480906
3.6000e-09,0.0531781,0.0394453,0.480187
4.0000e-09,0.0531469,0.03945,0.479219
4.4000e-09,0.05315,0.0394641,0.479844
4.8000e-09,0.053075,0.0394531,0.481078
5.2000e-09,0.0531156,0.0394719,0.481578
5.6000e-09,0.0531188,0.0394266,0.481391
6.0000e-09,0.0532094,0.0394906,0.482563
6.4000e-09,0.0531344,0.0394453,0.482297
6.8000e-09,0.0531813,0.0394844,0.483078
7.2000e-09,0.0531688,0.0394344,0.482922
7.6000e-09,0.0531469,0.0394266,0.483141
8.0000e-09,0.0530719,0.0394219,0.483047
8.4000e-09,0.0530656,0.0394484,0.483187
8.8000e-09,0.0531469,0.0394453,0.483297
9.2000e-09,0.0531125,0.0394625,0.484062
9.6000e-09,0.0530156,0.0394313,0.487219
1.0000e-08,0.0533406,0.0395016,0.490781
1.0400e-08,0.0531813,0.0394969,0.486156
1.0800e-08,0.0531469,0.0394422,0.478375
1.1200e-08,0.0530406,0.0394672,0.476187
1.1600e-08,0.0530969,0.0394734,0.477031
1.2000e-08,0.0531094,0.0394406,0.478578
1.2400e-08,0.0531688,0.0394531,0.479328
1.2800e-08,0.0530719,0.039425,0.478641
1.3200e-08,0.0531281,0.0394125,0.478609
1.3600e-08,0.0531844,0.0394547,0.478812
1.4000e-08,0.0531406,0.0394266,0.478734
1.4400e-08,0.0530469,0.0394234,0.479203
1.4800e-08,0.05315,0.0394375,0.478062
1.5200e-08,0.0531344,0.0394875,0.476688
1.5600e-08,0.0531156,0.0394516,0.477031
