Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.053075,0.0395016,-0.00776562
-5.2000e-09,0.0531125,0.0394859,-0.00764063
-4.8000e-09,0.0530313,0.0394703,-0.00765625
-4.4000e-09,0.0530844,0.0395031,-0.00759375
-4.0000e-09,0.0531594,0.0395547,-0.00757813
-3.6000e-09,0.053125,0.0395047,-0.00735938
-3.2000e-09,0.053,0.0394656,-0.00779688
-2.8000e-09,0.0531688,0.0395359,-0.00742188
-2.4000e-09,0.0531156,0.0395141,-0.00734375
-2.0000e-09,0.0531031,0.0394531,-0.00770313
-1.6000e-09,0.0530125,0.0394656,-0.00775
-1.2000e-09,0.0530719,0.0395109,-0.00795313
-8.0000e-10,0.0531344,0.0395297,-0.00764063
-4.0000e-10,0.0531531,0.0395141,0.014375
0.0000e+00,0.0530688,0.0395016,0.122781
4.0000e-10,0.0531063,0.0395047,0.292141
8.0000e-10,0.0531625,0.0394875,0.411469
1.2000e-09,0.0531406,0.0394984,0.457328
1.6000e-09,0.0530531,0.039475,0.470047
2.0000e-09,0.0531469,0.039525,0.479172
2.4000e-09,0.0530719,0.0395188,0.483281
2.8000e-09,0.0531031,0.0394719,0.483672
3.2000e-09,0.0530781,0.0394641,0.481328
3.6000e-09,0.0531781,0.039475,0.480531
4.0000e-09,0.0530969,0.0394484,0.479719
4.4000e-09,0.0531375,0.0394813,0.480219
4.8000e-09,0.0531094,0.0394781,0.481297
5.2000e-09,0.0531281,0.0395406,0.482016
5.6000e-09,0.0530938,0.0394594,0.481891
6.0000e-09,0.0531531,0.0395031,0.482922
6.4000e-09,0.0530781,0.0394562,0.482969
6.8000e-09,0.0531344,0.0395,0.483297
7.2000e-09,0.0531469,0.0394766,0.483297
7.6000e-09,0.0531313,0.0394734,0.483641
8.0000e-09,0.0530813,0.0394891,0.483297
8.4000e-09,0.0530656,0.0395172,0.483359
8.8000e-09,0.0531813,0.0395391,0.483531
9.2000e-09,0.053,0.0394781,0.484391
9.6000e-09,0.0529375,0.0394578,0.487437
1.0000e-08,0.053225,0.0395375,0.490469
1.0400e-08,0.053075,0.0395281,0.484578
1.0800e-08,0.0531406,0.0394516,0.477875
1.1200e-08,0.0530656,0.0394531,0.476281
1.1600e-08,0.0530844,0.0395188,0.478891
1.2000e-08,0.0530969,0.0395359,0.479906
1.2400e-08,0.0531156,0.0395313,0.480266
1.2800e-08,0.0530844,0.0394953,0.48025
1.3200e-08,0.0530531,0.0395375,0.480094
1.3600e-08,0.0531344,0.0395125,0.479656
1.4000e-08,0.053125,0.0394953,0.48
1.4400e-08,0.0530469,0.0394906,0.480031
1.4800e-08,0.0530875,0.0395125,0.479437
1.5200e-08,0.053075,0.0395188,0.47825
1.5600e-08,0.0530438,0.0395078,0.478781
