Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.0531156,0.0394719,-0.00795313
-5.2000e-09,0.0530656,0.0394234,-0.00775
-4.8000e-09,0.0530125,0.0394547,-0.00775
-4.4000e-09,0.0530813,0.0394516,-0.00775
-4.0000e-09,0.0531313,0.0394609,-0.00757813
-3.6000e-09,0.0530469,0.0394516,-0.00748438
-3.2000e-09,0.0529719,0.0394266,-0.00790625
-2.8000e-09,0.053275,0.0394969,-0.00732813
-2.4000e-09,0.0531563,0.0394781,-0.00760938
-2.0000e-09,0.0531094,0.0394328,-0.007625
-1.6000e-09,0.0530563,0.0394313,-0.0078125
-1.2000e-09,0.0530625,0.0394594,-0.00804688
-8.0000e-10,0.0531188,0.0394859,-0.00775
-4.0000e-10,0.0531906,0.0394578,0.0135625
0.0000e+00,0.0530875,0.0394453,0.120344
4.0000e-10,0.0531156,0.0394484,0.289219
8.0000e-10,0.0531813,0.0394406,0.409984
1.2000e-09,0.0531375,0.0394562,0.456609
1.6000e-09,0.0530438,0.0394359,0.470016
2.0000e-09,0.0531406,0.0394859,0.478938
2.4000e-09,0.0530625,0.0395031,0.483141
2.8000e-09,0.0531094,0.0394578,0.483625
3.2000e-09,0.0530469,0.0394437,0.481328
3.6000e-09,0.0531594,0.0394766,0.480484
4.0000e-09,0.0531313,0.0394391,0.479703
4.4000e-09,0.0531531,0.0394484,0.48
4.8000e-09,0.0530344,0.039475,0.481203
5.2000e-09,0.0531156,0.0395141,0.481672
5.6000e-09,0.0530781,0.0394422,0.481812
6.0000e-09,0.0531781,0.039525,0.482406
6.4000e-09,0.0531156,0.0394766,0.482719
6.8000e-09,0.0531531,0.0394969,0.483016
7.2000e-09,0.0531156,0.0394547,0.483281
7.6000e-09,0.0531094,0.0394625,0.483563
8.0000e-09,0.0530188,0.0394531,0.483125
8.4000e-09,0.053075,0.0394594,0.483359
8.8000e-09,0.0531094,0.0394953,0.483781
9.2000e-09,0.0530781,0.0394609,0.484563
9.6000e-09,0.0529719,0.0394375,0.485406
1.0000e-08,0.0532313,0.0394953,0.484016
1.0400e-08,0.0531688,0.0394922,0.476734
1.0800e-08,0.0531625,0.0394484,0.471437
1.1200e-08,0.0530781,0.03945,0.472375
1.1600e-08,0.0530938,0.0394625,0.475781
1.2000e-08,0.0531,0.0394828,0.477531
1.2400e-08,0.0532094,0.0394672,0.479187
1.2800e-08,0.0530531,0.0394328,0.478875
1.3200e-08,0.0530938,0.0394766,0.478953
1.3600e-08,0.0531563,0.0394766,0.478422
1.4000e-08,0.05315,0.0394594,0.478609
1.4400e-08,0.0530813,0.0394406,0.478531
1.4800e-08,0.0531563,0.0394703,0.477516
1.5200e-08,0.0530906,0.039475,0.476594
1.5600e-08,0.0530813,0.0394516,0.476797
