Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.0531031,0.0395109,-0.0079375
-5.2000e-09,0.0531406,0.0394672,-0.00776562
-4.8000e-09,0.0531375,0.0395203,-0.00782813
-4.4000e-09,0.053075,0.0395094,-0.00782813
-4.0000e-09,0.0531813,0.0395141,-0.00778125
-3.6000e-09,0.0531188,0.0394969,-0.00767188
-3.2000e-09,0.0530406,0.0394516,-0.00796875
-2.8000e-09,0.0533281,0.0394953,-0.00740625
-2.4000e-09,0.0532594,0.0395266,-0.00767188
-2.0000e-09,0.0532063,0.0394891,-0.00785938
-1.6000e-09,0.0530813,0.0394797,-0.00795313
-1.2000e-09,0.0530938,0.0395219,-0.00803125
-8.0000e-10,0.0531094,0.0395125,-0.007875
-4.0000e-10,0.0531594,0.0394641,0.0133594
0.0000e+00,0.0530813,0.0394859,0.120953
4.0000e-10,0.0531438,0.0394766,0.289844
8.0000e-10,0.0532031,0.0394844,0.410125
1.2000e-09,0.0532,0.0395062,0.456562
1.6000e-09,0.0531563,0.0395,0.469844
2.0000e-09,0.0531938,0.0395328,0.478734
2.4000e-09,0.0530875,0.0395438,0.483141
2.8000e-09,0.0531531,0.0395422,0.483422
3.2000e-09,0.0530781,0.0394844,0.481203
3.6000e-09,0.05325,0.0395516,0.480297
4.0000e-09,0.0531844,0.0394984,0.479516
4.4000e-09,0.0531844,0.0395266,0.479641
4.8000e-09,0.0531375,0.0395516,0.481109
5.2000e-09,0.0532156,0.0396047,0.481812
5.6000e-09,0.0531219,0.0395344,0.481641
6.0000e-09,0.0532438,0.0396031,0.482578
6.4000e-09,0.05315,0.0395375,0.482484
6.8000e-09,0.0532,0.0395344,0.482938
7.2000e-09,0.053175,0.0395203,0.483156
7.6000e-09,0.0531469,0.039525,0.483234
8.0000e-09,0.0531313,0.0394922,0.483047
8.4000e-09,0.0531219,0.0395531,0.482781
8.8000e-09,0.0532969,0.0395719,0.483484
9.2000e-09,0.0531281,0.0394828,0.484406
9.6000e-09,0.0530688,0.0394844,0.487281
1.0000e-08,0.0532844,0.0395609,0.493359
1.0400e-08,0.0531906,0.0395156,0.492016
1.0800e-08,0.0531875,0.0394969,0.483906
1.1200e-08,0.053075,0.0394984,0.479563
1.1600e-08,0.05315,0.0395141,0.479125
1.2000e-08,0.053125,0.0395328,0.479734
1.2400e-08,0.0531688,0.0395172,0.479781
1.2800e-08,0.0531031,0.0394609,0.479375
1.3200e-08,0.0531875,0.0395328,0.479594
1.3600e-08,0.0532438,0.0395156,0.479125
1.4000e-08,0.0531781,0.0394609,0.478766
1.4400e-08,0.0531156,0.0394938,0.479422
1.4800e-08,0.0531313,0.0395172,0.478906
1.5200e-08,0.053125,0.0394688,0.477219
1.5600e-08,0.0530781,0.0395219,0.47725
