LECROYWaveRunner,41075,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,12-Nov-2024 18:44:18,0                 
Time,Ampl
-1.18885e-08,0.1212922
-1.17885e-08,0.1212468
-1.16885e-08,0.1212753
-1.15885e-08,0.1212662
-1.14885e-08,0.1212072
-1.13885e-08,0.1212305
-1.12885e-08,0.1214173
-1.11885e-08,0.1217027
-1.10885e-08,0.122018
-1.09885e-08,0.122352
-1.08885e-08,0.1226899
-1.07885e-08,0.1229818
-1.06885e-08,0.123153
-1.05885e-08,0.123201
-1.04885e-08,0.1232127
-1.03885e-08,0.1232724
-1.02885e-08,0.1233574
-1.01885e-08,0.1234047
-1.00885e-08,0.1234378
-9.98853e-09,0.1234929
-9.88853e-09,0.1235468
-9.78853e-09,0.12355
-9.68853e-09,0.1235377
-9.58853e-09,0.1235714
-9.48853e-09,0.1235779
-9.38853e-09,0.1234858
-9.28853e-09,0.1233723
-9.18853e-09,0.123312
-9.08853e-09,0.1232322
-8.98853e-09,0.1230142
-8.88853e-09,0.1227639
-8.78853e-09,0.1225926
-8.68853e-09,0.1223572
-8.58853e-09,0.1220536
-8.48853e-09,0.1218253
-8.38853e-09,0.1216722
-8.28853e-09,0.1215535
-8.18853e-09,0.1215295
-8.08853e-09,0.1216093
-7.98853e-09,0.1216547
-7.88853e-09,0.1216437
-7.78853e-09,0.1216904
-7.68853e-09,0.1217066
-7.58853e-09,0.1215756
-7.48853e-09,0.121407
-7.38853e-09,0.121296
-7.28853e-09,0.1212143
-7.18853e-09,0.1211832
-7.08853e-09,0.1212046
-6.98853e-09,0.1212292
-6.88853e-09,0.121263
-6.78853e-09,0.1213252
-6.68853e-09,0.121407
-6.58853e-09,0.1215607
-6.48853e-09,0.1218493
-6.38853e-09,0.1221769
-6.28853e-09,0.1224084
-6.18853e-09,0.1225797
-6.08853e-09,0.1227755
-5.98853e-09,0.1229195
-5.88853e-09,0.1229513
-5.78853e-09,0.1229578
-5.68853e-09,0.1229753
