Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-09,,
Horizontal Delay,3.9e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.4900% to 50.500%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0.0318,,
Vertical Scale,0.01,,
Vertical Position,-3.68,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.8600e-08,0.0881437,-1.80703,0.0529078
1.9000e-08,0.0882875,-1.79266,0.0532297
1.9400e-08,0.0882875,-1.79641,0.0529984
1.9800e-08,0.0882203,-1.79969,0.0525328
2.0200e-08,0.0880891,-1.80313,0.0522141
2.0600e-08,0.0880266,-1.80172,0.0520469
2.1000e-08,0.0880297,-1.80234,0.0520516
2.1400e-08,0.0881328,-1.79672,0.0527641
2.1800e-08,0.0881234,-1.80297,0.0549219
2.2200e-08,0.088175,-1.80063,0.0588219
2.2600e-08,0.0882219,-1.79484,0.063175
2.3000e-08,0.08815,-1.79547,0.0669734
2.3400e-08,0.0880891,-1.80109,0.070075
2.3800e-08,0.0881281,-1.79922,0.0726188
2.4200e-08,0.0881312,-1.80141,0.0752141
2.4600e-08,0.0881344,-1.80266,0.0779359
2.5000e-08,0.0881094,-1.80375,0.0796422
2.5400e-08,0.0881656,-1.79328,0.0800047
2.5800e-08,0.0881578,-1.79391,0.0797687
2.6200e-08,0.0881687,-1.79797,0.0796969
2.6600e-08,0.0881766,-1.80078,0.0795859
2.7000e-08,0.0882516,-1.79844,0.07915
2.7400e-08,0.0882156,-1.80094,0.0783563
2.7800e-08,0.0882234,-1.79734,0.0774875
2.8200e-08,0.0881391,-1.79969,0.0766719
2.8600e-08,0.0880937,-1.79922,0.0763547
2.9000e-08,0.0880734,-1.79969,0.0767406
2.9400e-08,0.0881125,-1.79937,0.0779078
2.9800e-08,0.0881453,-1.80281,0.0791672
3.0200e-08,0.0882187,-1.80375,0.0800672
3.0600e-08,0.0882812,-1.79609,0.0804406
3.1000e-08,0.0882437,-1.79906,0.0806516
3.1400e-08,0.0881766,-1.80547,0.0807688
3.1800e-08,0.0882547,-1.79344,0.0808969
3.2200e-08,0.0881594,-1.79703,0.0805437
3.2600e-08,0.0881437,-1.79844,0.0790391
3.3000e-08,0.0880797,-1.80141,0.0756016
3.3400e-08,0.0880656,-1.80156,0.0707297
3.3800e-08,0.0880359,-1.80156,0.0661578
3.4200e-08,0.0880172,-1.79797,0.0626344
3.4600e-08,0.0881125,-1.80219,0.0599359
3.5000e-08,0.0882578,-1.79906,0.0578781
3.5400e-08,0.0883156,-1.79828,0.0563703
3.5800e-08,0.0882781,-1.79844,0.0555672
3.6200e-08,0.0881016,-1.8,0.0552438
3.6600e-08,0.0880281,-1.79828,0.0549234
3.7000e-08,0.0879891,-1.80031,0.0545281
3.7400e-08,0.0881219,-1.79937,0.0543391
3.7800e-08,0.0882469,-1.80328,0.0542219
3.8200e-08,0.0884094,-1.79359,0.0541641
3.8600e-08,0.0884312,-1.79516,0.0540156
3.9000e-08,0.0883219,-1.79781,0.0539422
3.9400e-08,0.0881687,-1.80125,0.0540078
