Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-09,,
Horizontal Delay,3.9e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.4900% to 50.500%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0.0318,,
Vertical Scale,0.01,,
Vertical Position,-3.68,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.8600e-08,0.0884344,-1.80406,0.0532016
1.9000e-08,0.0885203,-1.79359,0.0535203
1.9400e-08,0.0885578,-1.79578,0.0532094
1.9800e-08,0.0884828,-1.79844,0.0527406
2.0200e-08,0.0884516,-1.80375,0.0523828
2.0600e-08,0.0884766,-1.79984,0.0521328
2.1000e-08,0.0885016,-1.79875,0.0521156
2.1400e-08,0.0885344,-1.79844,0.0528438
2.1800e-08,0.0884766,-1.80297,0.0551172
2.2200e-08,0.0884437,-1.79984,0.0590547
2.2600e-08,0.0884453,-1.795,0.0634391
2.3000e-08,0.0884109,-1.79703,0.0672594
2.3400e-08,0.0884156,-1.80234,0.0704078
2.3800e-08,0.0884828,-1.79781,0.0729266
2.4200e-08,0.0884859,-1.79953,0.0754297
2.4600e-08,0.0884703,-1.79719,0.0779781
2.5000e-08,0.0884781,-1.80563,0.0795891
2.5400e-08,0.0884812,-1.79344,0.0799297
2.5800e-08,0.0884141,-1.79344,0.0797172
2.6200e-08,0.0883469,-1.80016,0.0797797
2.6600e-08,0.0883734,-1.80063,0.0798
2.7000e-08,0.0884187,-1.79891,0.0795141
2.7400e-08,0.0884766,-1.80203,0.0787125
2.7800e-08,0.0885906,-1.79484,0.077725
2.8200e-08,0.0885,-1.79875,0.0767172
2.8600e-08,0.0885,-1.79813,0.0762828
2.9000e-08,0.0883828,-1.79906,0.0766594
2.9400e-08,0.0883609,-1.79922,0.0778609
2.9800e-08,0.0884141,-1.80234,0.0792656
3.0200e-08,0.0884516,-1.80406,0.0803156
3.0600e-08,0.0885062,-1.795,0.0807844
3.1000e-08,0.088475,-1.79813,0.0809531
3.1400e-08,0.0884516,-1.80594,0.0809313
3.1800e-08,0.0885187,-1.79406,0.0809484
3.2200e-08,0.0885359,-1.79641,0.0804688
3.2600e-08,0.0885203,-1.79969,0.0789422
3.3000e-08,0.0884953,-1.80344,0.0755266
3.3400e-08,0.0884891,-1.79937,0.0707906
3.3800e-08,0.0883828,-1.79781,0.0663625
3.4200e-08,0.0883828,-1.79578,0.0629391
3.4600e-08,0.0883469,-1.80281,0.0602219
3.5000e-08,0.0884141,-1.80094,0.0580578
3.5400e-08,0.0884953,-1.79719,0.0564938
3.5800e-08,0.0884969,-1.79969,0.0556563
3.6200e-08,0.0884437,-1.79937,0.0553375
3.6600e-08,0.0883781,-1.79578,0.0549969
3.7000e-08,0.0883594,-1.79703,0.0546297
3.7400e-08,0.0884547,-1.80047,0.0544844
3.7800e-08,0.0885344,-1.80281,0.0544516
3.8200e-08,0.0887312,-1.79531,0.0543719
3.8600e-08,0.088675,-1.795,0.0542719
3.9000e-08,0.0885625,-1.79688,0.0541969
3.9400e-08,0.0883781,-1.79984,0.0541688
