Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-09,,
Horizontal Delay,3.9e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.4900% to 50.500%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0.0318,,
Vertical Scale,0.01,,
Vertical Position,-3.68,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.8600e-08,0.0883516,-1.80281,0.0530844
1.9000e-08,0.0883703,-1.79328,0.0533375
1.9400e-08,0.0883172,-1.79672,0.0530938
1.9800e-08,0.0882312,-1.79828,0.05265
2.0200e-08,0.0881234,-1.80281,0.0523125
2.0600e-08,0.0881953,-1.80031,0.0521031
2.1000e-08,0.0882344,-1.79688,0.0520547
2.1400e-08,0.0883031,-1.79656,0.0528016
2.1800e-08,0.08825,-1.80313,0.05495
2.2200e-08,0.0882594,-1.79781,0.0588578
2.2600e-08,0.0883156,-1.79656,0.0632281
2.3000e-08,0.0883078,-1.79578,0.0671063
2.3400e-08,0.0883063,-1.80141,0.0702125
2.3800e-08,0.0883266,-1.79781,0.0727344
2.4200e-08,0.0882797,-1.79875,0.075325
2.4600e-08,0.0882719,-1.79953,0.0779922
2.5000e-08,0.0882453,-1.80437,0.0797047
2.5400e-08,0.0882875,-1.79344,0.079975
2.5800e-08,0.0882281,-1.79297,0.0796453
2.6200e-08,0.0882219,-1.79891,0.0796563
2.6600e-08,0.0882266,-1.80109,0.0796719
2.7000e-08,0.0883359,-1.79875,0.0793531
2.7400e-08,0.0883687,-1.8025,0.0785
2.7800e-08,0.0883609,-1.79531,0.0775797
2.8200e-08,0.0882281,-1.79891,0.0767766
2.8600e-08,0.0881891,-1.79781,0.0764359
2.9000e-08,0.0881422,-1.80141,0.0767219
2.9400e-08,0.0882125,-1.79828,0.0778094
2.9800e-08,0.0882781,-1.80156,0.0792016
3.0200e-08,0.0883609,-1.80281,0.0801516
3.0600e-08,0.0884141,-1.79375,0.0806219
3.1000e-08,0.0883781,-1.79875,0.0807766
3.1400e-08,0.0883078,-1.80406,0.0808703
3.1800e-08,0.0882797,-1.79266,0.0809953
3.2200e-08,0.0881969,-1.79656,0.0805687
3.2600e-08,0.0881922,-1.79766,0.0790078
3.3000e-08,0.0881828,-1.80234,0.0754875
3.3400e-08,0.0882234,-1.79984,0.0707266
3.3800e-08,0.0881969,-1.79719,0.0662047
3.4200e-08,0.0882203,-1.79813,0.062725
3.4600e-08,0.0882031,-1.80281,0.0600828
3.5000e-08,0.0882766,-1.79891,0.0579859
3.5400e-08,0.0883188,-1.795,0.0564609
3.5800e-08,0.0882312,-1.79609,0.0556297
3.6200e-08,0.0881547,-1.79875,0.0552438
3.6600e-08,0.0881234,-1.79672,0.0549
3.7000e-08,0.0881453,-1.79797,0.0545578
3.7400e-08,0.0883297,-1.79969,0.0543953
3.7800e-08,0.0884578,-1.80187,0.0542859
3.8200e-08,0.0885484,-1.79188,0.0542578
3.8600e-08,0.0885344,-1.79391,0.0541375
3.9000e-08,0.0884656,-1.79641,0.0541063
3.9400e-08,0.0882766,-1.79922,0.0540922
