LECROYWaveRunner,41075,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,12-Nov-2024 18:55:55,0                 
Time,Ampl
-1.18495e-08,-0.8355619
-1.17495e-08,-0.8355295
-1.16495e-08,-0.8354387
-1.15495e-08,-0.8353803
-1.14495e-08,-0.8354037
-1.13495e-08,-0.8354374
-1.12495e-08,-0.8354114
-1.11495e-08,-0.8354724
-1.10495e-08,-0.8355671
-1.09495e-08,-0.8355334
-1.08495e-08,-0.83544
-1.07495e-08,-0.835379
-1.06495e-08,-0.8353596
-1.05495e-08,-0.8353167
-1.04495e-08,-0.8352908
-1.03495e-08,-0.835414
-1.02495e-08,-0.8356437
-1.01495e-08,-0.8358253
-1.00495e-08,-0.8358123
-9.94947e-09,-0.8355775
-9.84947e-09,-0.8353634
-9.74947e-09,-0.8353531
-9.64947e-09,-0.835405
-9.54947e-09,-0.8354893
-9.44947e-09,-0.8356696
-9.34947e-09,-0.8357358
-9.24947e-09,-0.8356073
-9.14947e-09,-0.8354919
-9.04947e-09,-0.8354854
-8.94947e-09,-0.8354244
-8.84947e-09,-0.8353375
-8.74947e-09,-0.8353751
-8.64947e-09,-0.8354283
-8.54947e-09,-0.8354114
-8.44947e-09,-0.8353868
-8.34947e-09,-0.8354153
-8.24947e-09,-0.8354893
-8.14947e-09,-0.8354906
-8.04947e-09,-0.8354296
-7.94947e-09,-0.8353401
-7.84947e-09,-0.8352441
-7.74947e-09,-0.8351987
-7.64947e-09,-0.8352337
-7.54947e-09,-0.8354037
-7.44947e-09,-0.8356086
-7.34947e-09,-0.8357137
-7.24947e-09,-0.8356955
-7.14947e-09,-0.8356073
-7.04947e-09,-0.835549
-6.94947e-09,-0.8355269
-6.84947e-09,-0.8355282
-6.74947e-09,-0.8354465
-6.64947e-09,-0.8352986
-6.54947e-09,-0.8352078
-6.44947e-09,-0.8351831
-6.34947e-09,-0.8352311
-6.24947e-09,-0.8353622
-6.14947e-09,-0.8354465
-6.04947e-09,-0.8353868
-5.94947e-09,-0.8353193
-5.84947e-09,-0.8353284
-5.74947e-09,-0.8353985
-5.64947e-09,-0.8355347
-5.54947e-09,-0.8356618
-5.44947e-09,-0.8356761
-5.34947e-09,-0.8355204
-5.24947e-09,-0.8353129
-5.14947e-09,-0.8352441
-5.04947e-09,-0.8352934
-4.94947e-09,-0.835261
-4.84947e-09,-0.8351364
-4.74947e-09,-0.8350936
-4.64947e-09,-0.8350975
-4.54947e-09,-0.8350236
-4.44947e-09,-0.834925
-4.34947e-09,-0.8349587
-4.24947e-09,-0.8351416
-4.14947e-09,-0.8352688
-4.04947e-09,-0.83527
-3.94947e-09,-0.8353258
-3.84947e-09,-0.8354958
-3.74947e-09,-0.8356527
-3.64947e-09,-0.83568
-3.54947e-09,-0.835571
-3.44947e-09,-0.8354374
-3.34947e-09,-0.8353232
-3.24947e-09,-0.8352311
-3.14947e-09,-0.8352804
-3.04947e-09,-0.8354737
-2.94947e-09,-0.8356462
-2.84947e-09,-0.8357241
-2.74947e-09,-0.8357345
-2.64947e-09,-0.8356787
-2.54947e-09,-0.8355464
-2.44947e-09,-0.8354192
-2.34947e-09,-0.8353167
-2.24947e-09,-0.835187
-2.14947e-09,-0.8350301
-2.04947e-09,-0.8349042
-1.94947e-09,-0.8349405
-1.84947e-09,-0.8351325
-1.74947e-09,-0.8352662
-1.64947e-09,-0.8352713
-1.54947e-09,-0.8352817
-1.44947e-09,-0.8352895
-1.34947e-09,-0.8351598
-1.24947e-09,-0.8349756
-1.14947e-09,-0.8349159
-1.04947e-09,-0.8349211
-9.49467e-10,-0.8348964
-8.49467e-10,-0.8349652
-7.49467e-10,-0.8351546
-6.49467e-10,-0.8353206
-5.49467e-10,-0.835392
-4.49467e-10,-0.8354024
-3.49467e-10,-0.8353466
-2.49467e-10,-0.8352143
-1.49467e-10,-0.8350871
-4.94673e-11,-0.8350288
5.05327e-11,-0.8350184
1.50533e-10,-0.8350275
2.50533e-10,-0.8350352
3.50533e-10,-0.8350845
4.50533e-10,-0.8351611
5.50533e-10,-0.8352052
6.50533e-10,-0.8352623
7.50533e-10,-0.8353803
8.50533e-10,-0.8354517
9.50533e-10,-0.8353868
1.05053e-09,-0.835318
1.15053e-09,-0.8353284
1.25053e-09,-0.8353544
1.35053e-09,-0.8353712
1.45053e-09,-0.8353764
1.55053e-09,-0.8354633
1.65053e-09,-0.8356138
1.75053e-09,-0.8356151
1.85053e-09,-0.8355321
1.95053e-09,-0.8355139
2.05053e-09,-0.8354776
2.15053e-09,-0.8354568
2.25053e-09,-0.8355373
2.35053e-09,-0.8356047
2.45053e-09,-0.8355879
2.55053e-09,-0.8356437
2.65053e-09,-0.8357358
2.75053e-09,-0.8357007
2.85053e-09,-0.8356501
2.95053e-09,-0.8356216
3.05053e-09,-0.835571
3.15053e-09,-0.8356268
3.25053e-09,-0.8357695
3.35053e-09,-0.835907
3.45053e-09,-0.8360121
3.55053e-09,-0.8360108
3.65053e-09,-0.8359809
3.75053e-09,-0.8360471
3.85053e-09,-0.8361029
3.95053e-09,-0.8359978
4.05053e-09,-0.8357708
4.15053e-09,-0.8355866
4.25053e-09,-0.8354672
4.35053e-09,-0.8353401
4.45053e-09,-0.8353219
4.55053e-09,-0.8354296
4.65053e-09,-0.8354283
4.75053e-09,-0.8353531
4.85053e-09,-0.8353868
4.95053e-09,-0.835475
5.05053e-09,-0.8354893
5.15053e-09,-0.835475
5.25053e-09,-0.8355931
5.35053e-09,-0.835728
5.45053e-09,-0.8357513
5.55053e-09,-0.8356917
5.65053e-09,-0.8355957
5.75053e-09,-0.8355386
5.85053e-09,-0.8354802
5.95053e-09,-0.8354076
6.05053e-09,-0.8353699
6.15053e-09,-0.8354037
6.25053e-09,-0.83544
6.35053e-09,-0.8354581
6.45053e-09,-0.8355918
6.55053e-09,-0.835776
6.65053e-09,-0.8358759
6.75053e-09,-0.8358577
6.85053e-09,-0.8357721
6.95053e-09,-0.835715
7.05053e-09,-0.8356942
7.15053e-09,-0.8356501
7.25053e-09,-0.8355801
7.35053e-09,-0.8355827
7.45053e-09,-0.8355593
7.55053e-09,-0.8354101
7.65053e-09,-0.8353492
7.75053e-09,-0.8354322
7.85053e-09,-0.83551
7.95053e-09,-0.8355905
8.05053e-09,-0.8356281
8.15053e-09,-0.835549
8.25053e-09,-0.8354335
8.35053e-09,-0.8353699
8.45053e-09,-0.8353544
8.55053e-09,-0.8353596
8.65053e-09,-0.8353232
