Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-08,
Horizontal Delay,9.3157e-07,
Sample Interval,4e-10,
Record Length,10000,
Gating,24.0300% to 34.0300%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.01,
Vertical Position,-1.9,
,,
,,
,,
Label,,
TIME,CH1,CH4
-1.0723e-07,0.00069375,-0.00113437
-1.0683e-07,0.00066875,-0.00110469
-1.0643e-07,0.00074375,-0.00090625
-1.0603e-07,0.000592187,-0.000582813
-1.0563e-07,0.00079375,-0.00053125
-1.0523e-07,0.000942188,-0.000257812
-1.0483e-07,0.00099375,-6.25e-06
-1.0443e-07,0.00091875,0.000617187
-1.0403e-07,0.000592187,0.000967188
-1.0363e-07,0.00041875,0.00119375
-1.0323e-07,0.00029375,0.00131719
-1.0283e-07,0.00034375,0.00136875
-1.0243e-07,0.00031875,0.00147031
-1.0203e-07,0.00041875,0.00164375
-1.0163e-07,0.000392187,0.00156875
-1.0123e-07,0.00059375,0.00166719
-1.0083e-07,0.000642187,0.00146875
-1.0043e-07,0.00076875,0.00144219
-1.0003e-07,0.00086875,0.000942188
-9.9630e-08,0.00096875,0.00071875
-9.9230e-08,0.00091875,0.00051875
-9.8830e-08,0.00089375,0.000270312
-9.8430e-08,0.00104375,-0.000107813
-9.8030e-08,0.000767187,-0.000207813
-9.7630e-08,0.000792187,-0.000557813
-9.7230e-08,0.000745312,-0.00065625
-9.6830e-08,0.000670312,-0.000754688
-9.6430e-08,0.00081875,-0.00073125
-9.6030e-08,0.00096875,-0.00078125
-9.5630e-08,0.00109375,-0.00058125
-9.5230e-08,0.00084375,-0.00058125
-9.4830e-08,0.000642187,-0.00043125
-9.4430e-08,0.00056875,-0.00028125
-9.4030e-08,0.000595313,-0.000129687
-9.3630e-08,0.00059375,9.375e-05
-9.3230e-08,0.00051875,0.000420312
-9.2830e-08,0.00056875,0.00084375
-9.2430e-08,0.00054375,0.00081875
-9.2030e-08,0.000717187,0.00124375
-9.1630e-08,0.000642187,0.00134375
-9.1230e-08,0.00084375,0.00156875
-9.0830e-08,0.00089375,0.00159219
-9.0430e-08,0.00106719,0.00146875
-9.0030e-08,0.00106875,0.00129375
-8.9630e-08,0.00101719,0.00129375
-8.9230e-08,0.000817188,0.00106875
-8.8830e-08,0.00071875,0.00076875
-8.8430e-08,0.000620312,0.00044375
-8.8030e-08,0.000592187,0.000167187
-8.7630e-08,0.00061875,-0.000357813
-8.7230e-08,0.00074375,-0.00055625
-8.6830e-08,0.000870312,-0.00065625
-8.6430e-08,0.000717187,-0.00075625
-8.6030e-08,0.000720312,-0.00115781
-8.5630e-08,0.00071875,-0.00120781
-8.5230e-08,0.000517187,-0.00130625
-8.4830e-08,0.000392187,-0.00128281
-8.4430e-08,0.000170312,-0.00120469
-8.4030e-08,4.53125e-05,-0.00113281
-8.3630e-08,0.000220313,-0.000982812
-8.3230e-08,0.000367187,-0.00118281
-8.2830e-08,0.00081875,-0.00090625
-8.2430e-08,0.00094375,-0.000632812
-8.2030e-08,0.000942188,-0.000257812
-8.1630e-08,0.000742187,0.00021875
