Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.0530969,0.0394641,-0.00779688
-5.2000e-09,0.0531031,0.0394656,-0.007875
-4.8000e-09,0.0530656,0.0394641,-0.00782813
-4.4000e-09,0.0530844,0.0394578,-0.00764063
-4.0000e-09,0.0531531,0.0395,-0.00773438
-3.6000e-09,0.0531063,0.0394672,-0.00751562
-3.2000e-09,0.0529844,0.0394391,-0.00792188
-2.8000e-09,0.0533344,0.0395344,-0.00734375
-2.4000e-09,0.0531688,0.0395203,-0.00757813
-2.0000e-09,0.0531469,0.0394734,-0.00771875
-1.6000e-09,0.0530313,0.0394672,-0.00776562
-1.2000e-09,0.0530844,0.0394625,-0.00798438
-8.0000e-10,0.0531219,0.0395031,-0.007875
-4.0000e-10,0.0531719,0.0394656,0.0134219
0.0000e+00,0.0530531,0.0394359,0.121547
4.0000e-10,0.0530969,0.0394281,0.290938
8.0000e-10,0.0532188,0.0394391,0.410969
1.2000e-09,0.053125,0.0394375,0.456875
1.6000e-09,0.0530813,0.0394437,0.470187
2.0000e-09,0.0531594,0.0395047,0.478812
2.4000e-09,0.0530969,0.0394953,0.483266
2.8000e-09,0.05315,0.0394625,0.483422
3.2000e-09,0.0530656,0.0394484,0.481062
3.6000e-09,0.0531969,0.0394328,0.480172
4.0000e-09,0.0531656,0.0394391,0.479328
4.4000e-09,0.0531094,0.0394484,0.479953
4.8000e-09,0.0531188,0.0394266,0.481234
5.2000e-09,0.0531969,0.0394859,0.481781
5.6000e-09,0.0531688,0.0394516,0.4815
6.0000e-09,0.0532,0.0395188,0.482422
6.4000e-09,0.0531,0.0394516,0.482516
6.8000e-09,0.0531625,0.0394781,0.483156
7.2000e-09,0.0531563,0.0394453,0.483297
7.6000e-09,0.0531563,0.0394453,0.483328
8.0000e-09,0.0531219,0.0394484,0.482844
8.4000e-09,0.0530688,0.0394844,0.483109
8.8000e-09,0.0531531,0.0394656,0.483469
9.2000e-09,0.0530813,0.0394938,0.484516
9.6000e-09,0.0529625,0.0394469,0.487203
1.0000e-08,0.0532156,0.0394984,0.49075
1.0400e-08,0.0531469,0.0394859,0.486172
1.0800e-08,0.0530906,0.0394203,0.478938
1.1200e-08,0.0530469,0.0394453,0.476969
1.1600e-08,0.0531375,0.0394672,0.4785
1.2000e-08,0.0531063,0.0394734,0.479641
1.2400e-08,0.0532406,0.0394906,0.479781
1.2800e-08,0.0531313,0.0394781,0.479109
1.3200e-08,0.053125,0.0395016,0.479234
1.3600e-08,0.0531969,0.0395141,0.478984
1.4000e-08,0.0531094,0.0394922,0.478781
1.4400e-08,0.0530563,0.0394641,0.479234
1.4800e-08,0.0531281,0.0394953,0.478156
1.5200e-08,0.0531,0.0394813,0.477094
1.5600e-08,0.0531156,0.0394516,0.477094
