Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.0531031,0.0395094,-0.00773438
-5.2000e-09,0.0531313,0.0394969,-0.00764063
-4.8000e-09,0.0531188,0.0394969,-0.00745313
-4.4000e-09,0.0530781,0.0395047,-0.007625
-4.0000e-09,0.0531656,0.0395656,-0.00757813
-3.6000e-09,0.0532375,0.0395016,-0.00742188
-3.2000e-09,0.0530438,0.0394562,-0.00773438
-2.8000e-09,0.0533313,0.0396109,-0.00715625
-2.4000e-09,0.0532625,0.0395484,-0.00734375
-2.0000e-09,0.0531906,0.0395016,-0.00771875
-1.6000e-09,0.0531031,0.0395047,-0.00759375
-1.2000e-09,0.0531938,0.0395453,-0.00784375
-8.0000e-10,0.0531781,0.0395297,-0.00776562
-4.0000e-10,0.0532594,0.0395641,0.0138281
0.0000e+00,0.0531,0.0395078,0.121922
4.0000e-10,0.0531844,0.0395016,0.290703
8.0000e-10,0.0532625,0.0395391,0.410828
1.2000e-09,0.0531875,0.0395328,0.456922
1.6000e-09,0.0531156,0.0394891,0.470172
2.0000e-09,0.0532531,0.0395687,0.478906
2.4000e-09,0.053175,0.0395422,0.483328
2.8000e-09,0.0531313,0.0395094,0.483625
3.2000e-09,0.0530844,0.0394859,0.481422
3.6000e-09,0.0531719,0.0395453,0.480453
4.0000e-09,0.0531375,0.0394719,0.479688
4.4000e-09,0.0531781,0.0395203,0.480203
4.8000e-09,0.0531469,0.0395078,0.481281
5.2000e-09,0.0531781,0.0395344,0.481953
5.6000e-09,0.0531719,0.0395125,0.481812
6.0000e-09,0.053275,0.0395797,0.482734
6.4000e-09,0.0531594,0.0394891,0.483
6.8000e-09,0.0531469,0.0395516,0.483406
7.2000e-09,0.0531906,0.0395141,0.483516
7.6000e-09,0.0531531,0.0395,0.483563
8.0000e-09,0.0531094,0.0395188,0.48325
8.4000e-09,0.0530844,0.0395141,0.483203
8.8000e-09,0.0532125,0.0395563,0.483703
9.2000e-09,0.0531813,0.0395172,0.484547
9.6000e-09,0.0530656,0.0394844,0.4875
1.0000e-08,0.0533156,0.0395406,0.491688
1.0400e-08,0.0532563,0.0395719,0.487828
1.0800e-08,0.0531906,0.0395359,0.480281
1.1200e-08,0.0530531,0.0394906,0.476734
1.1600e-08,0.0531313,0.0395516,0.477844
1.2000e-08,0.0531563,0.03955,0.478656
1.2400e-08,0.0532188,0.0395422,0.479219
1.2800e-08,0.053125,0.0395094,0.478625
1.3200e-08,0.0531906,0.0395469,0.478469
1.3600e-08,0.0532188,0.0395609,0.478297
1.4000e-08,0.0531406,0.0395375,0.478406
1.4400e-08,0.0530969,0.0395109,0.478656
1.4800e-08,0.0531688,0.0395188,0.477953
1.5200e-08,0.053175,0.0395219,0.476547
1.5600e-08,0.0531219,0.0395156,0.476766
