Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.053125,0.0395359,-0.00790625
-5.2000e-09,0.0531688,0.0395438,-0.00779688
-4.8000e-09,0.0530531,0.0395016,-0.00771875
-4.4000e-09,0.0530688,0.03955,-0.0076875
-4.0000e-09,0.0531406,0.0395781,-0.0076875
-3.6000e-09,0.05315,0.0395328,-0.00753125
-3.2000e-09,0.0530719,0.0394781,-0.00796875
-2.8000e-09,0.0533281,0.0396109,-0.00732813
-2.4000e-09,0.0532156,0.0395453,-0.00760938
-2.0000e-09,0.05315,0.0395344,-0.00785938
-1.6000e-09,0.0530656,0.0395047,-0.00779688
-1.2000e-09,0.0531094,0.0395234,-0.00798438
-8.0000e-10,0.0531594,0.0395391,-0.00789063
-4.0000e-10,0.0532313,0.0395859,0.0122188
0.0000e+00,0.0531281,0.0395062,0.118594
4.0000e-10,0.053175,0.0395391,0.288125
8.0000e-10,0.053225,0.0395703,0.409406
1.2000e-09,0.0531406,0.0395297,0.456453
1.6000e-09,0.0531,0.0395375,0.469812
2.0000e-09,0.0531563,0.0395687,0.478437
2.4000e-09,0.0531094,0.0395391,0.483328
2.8000e-09,0.0531594,0.0395078,0.4835
3.2000e-09,0.0530688,0.0395172,0.481391
3.6000e-09,0.0532094,0.0395719,0.480219
4.0000e-09,0.0531594,0.0395359,0.479437
4.4000e-09,0.0531625,0.0395625,0.480062
4.8000e-09,0.0531156,0.0395422,0.480969
5.2000e-09,0.0531125,0.0395547,0.482016
5.6000e-09,0.0531188,0.0395297,0.481469
6.0000e-09,0.0531969,0.0395641,0.482469
6.4000e-09,0.0531219,0.0395281,0.482516
6.8000e-09,0.0531875,0.0395922,0.483203
7.2000e-09,0.0531844,0.0395344,0.483094
7.6000e-09,0.0531563,0.0395594,0.483297
8.0000e-09,0.053125,0.0395469,0.482969
8.4000e-09,0.0530938,0.0395625,0.483
8.8000e-09,0.0531938,0.0395547,0.483531
9.2000e-09,0.0531406,0.0395438,0.484469
9.6000e-09,0.0529406,0.0394688,0.487313
1.0000e-08,0.053275,0.0395672,0.490203
1.0400e-08,0.0531938,0.0395766,0.484734
1.0800e-08,0.0531688,0.03955,0.477281
1.1200e-08,0.0530625,0.0395125,0.475875
1.1600e-08,0.053175,0.0395719,0.477125
1.2000e-08,0.0531531,0.0395563,0.478531
1.2400e-08,0.0532063,0.0395766,0.479141
1.2800e-08,0.0530938,0.0395313,0.478656
1.3200e-08,0.0531,0.0395563,0.478812
1.3600e-08,0.0532125,0.0395703,0.478469
1.4000e-08,0.0531375,0.0395391,0.478359
1.4400e-08,0.0531156,0.0394594,0.478422
1.4800e-08,0.0531688,0.0394813,0.477906
1.5200e-08,0.0531125,0.0395297,0.476484
1.5600e-08,0.0531313,0.0395141,0.476703
