Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.0530688,0.0394656,-0.00796875
-5.2000e-09,0.0530938,0.0394703,-0.00801562
-4.8000e-09,0.0530344,0.0394781,-0.00784375
-4.4000e-09,0.0531,0.0394781,-0.0078125
-4.0000e-09,0.0531125,0.0394953,-0.00773438
-3.6000e-09,0.0530281,0.0394641,-0.00767188
-3.2000e-09,0.0529625,0.0394469,-0.00792188
-2.8000e-09,0.0531594,0.0395219,-0.0074375
-2.4000e-09,0.0531438,0.0394734,-0.00771875
-2.0000e-09,0.053125,0.0394437,-0.00796875
-1.6000e-09,0.0530281,0.0394547,-0.00796875
-1.2000e-09,0.0530875,0.0394578,-0.008
-8.0000e-10,0.0531219,0.0394781,-0.00801562
-4.0000e-10,0.0531219,0.0394984,0.0139219
0.0000e+00,0.05305,0.0394641,0.122156
4.0000e-10,0.0530844,0.0394625,0.291094
8.0000e-10,0.0531969,0.0395,0.410734
1.2000e-09,0.0530969,0.0394938,0.456844
1.6000e-09,0.0531125,0.0394844,0.469922
2.0000e-09,0.053175,0.0395188,0.478766
2.4000e-09,0.0530719,0.0395094,0.483219
2.8000e-09,0.0531281,0.0394766,0.483281
3.2000e-09,0.0530719,0.0394797,0.481141
3.6000e-09,0.053175,0.0394938,0.480062
4.0000e-09,0.0530406,0.0394859,0.479516
4.4000e-09,0.0531125,0.0395266,0.4795
4.8000e-09,0.0530469,0.0395047,0.480859
5.2000e-09,0.0531156,0.0395328,0.481672
5.6000e-09,0.0531094,0.0394984,0.481797
6.0000e-09,0.0531906,0.0395172,0.482328
6.4000e-09,0.0531063,0.0394766,0.482516
6.8000e-09,0.0530781,0.0395031,0.482875
7.2000e-09,0.0531219,0.0394578,0.483062
7.6000e-09,0.0530719,0.0394734,0.48325
8.0000e-09,0.0530406,0.0394984,0.482672
8.4000e-09,0.0530688,0.0395031,0.482922
8.8000e-09,0.0531219,0.0395188,0.483516
9.2000e-09,0.0530094,0.0394859,0.483938
9.6000e-09,0.0529781,0.0394453,0.48675
1.0000e-08,0.0531281,0.0395234,0.487922
1.0400e-08,0.0531531,0.0395266,0.482359
1.0800e-08,0.0531219,0.0394609,0.476031
1.1200e-08,0.0530063,0.0394594,0.475531
1.1600e-08,0.0531156,0.0395203,0.477094
1.2000e-08,0.0531188,0.0395031,0.478812
1.2400e-08,0.0531938,0.0394797,0.479672
1.2800e-08,0.0530156,0.0394891,0.479266
1.3200e-08,0.0530531,0.0394688,0.479719
1.3600e-08,0.053175,0.0394781,0.479125
1.4000e-08,0.0531063,0.0394781,0.478891
1.4400e-08,0.0530438,0.0394406,0.479375
1.4800e-08,0.0530875,0.0394875,0.478516
1.5200e-08,0.0530844,0.0395094,0.476969
1.5600e-08,0.0530875,0.0394844,0.477328
