Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.0532031,0.0394734,-0.007875
-5.2000e-09,0.0531688,0.0394844,-0.00798438
-4.8000e-09,0.0531594,0.0394906,-0.00776562
-4.4000e-09,0.053075,0.039475,-0.00775
-4.0000e-09,0.0532438,0.0395234,-0.00773438
-3.6000e-09,0.0531219,0.0394531,-0.00753125
-3.2000e-09,0.0530656,0.0394422,-0.007875
-2.8000e-09,0.0533125,0.0395172,-0.00735938
-2.4000e-09,0.0532688,0.0395,-0.00764063
-2.0000e-09,0.0531938,0.0394672,-0.00776562
-1.6000e-09,0.0531219,0.0394875,-0.007625
-1.2000e-09,0.0531438,0.0394969,-0.00796875
-8.0000e-10,0.053125,0.0394922,-0.007875
-4.0000e-10,0.0532031,0.0395594,0.0143125
0.0000e+00,0.0531313,0.0394719,0.122469
4.0000e-10,0.0531844,0.0394391,0.291344
8.0000e-10,0.0532188,0.0394719,0.411
1.2000e-09,0.0532031,0.03945,0.456828
1.6000e-09,0.0531469,0.0394625,0.469906
2.0000e-09,0.0532219,0.0395219,0.478875
2.4000e-09,0.0531375,0.0395062,0.483328
2.8000e-09,0.053175,0.0394734,0.483453
3.2000e-09,0.0531094,0.0394781,0.481219
3.6000e-09,0.0532156,0.0395016,0.480187
4.0000e-09,0.0531406,0.0394469,0.479578
4.4000e-09,0.0532125,0.0394813,0.480078
4.8000e-09,0.0531906,0.0394641,0.481172
5.2000e-09,0.0532688,0.0394984,0.481609
5.6000e-09,0.0532313,0.039475,0.481547
6.0000e-09,0.0532563,0.0395531,0.482453
6.4000e-09,0.0531625,0.0394828,0.482563
6.8000e-09,0.0531375,0.0395203,0.483187
7.2000e-09,0.0530969,0.0394656,0.483109
7.6000e-09,0.053125,0.0394453,0.483437
8.0000e-09,0.0531,0.0394609,0.483156
8.4000e-09,0.053125,0.0394844,0.483313
8.8000e-09,0.0532156,0.0394938,0.483484
9.2000e-09,0.0531781,0.0394906,0.484531
9.6000e-09,0.0530719,0.0394609,0.487672
1.0000e-08,0.0533156,0.0395094,0.492922
1.0400e-08,0.0532375,0.0395219,0.49
1.0800e-08,0.0531656,0.0394547,0.481953
1.1200e-08,0.0530438,0.0394469,0.478547
1.1600e-08,0.0532156,0.0395031,0.479344
1.2000e-08,0.0531906,0.0394875,0.480031
1.2400e-08,0.0532125,0.0395125,0.480359
1.2800e-08,0.0531063,0.0394969,0.479828
1.3200e-08,0.0532031,0.0395156,0.479719
1.3600e-08,0.0532188,0.0395359,0.479422
1.4000e-08,0.0532406,0.0395281,0.479516
1.4400e-08,0.0531781,0.0394609,0.479547
1.4800e-08,0.0531313,0.0394781,0.479031
1.5200e-08,0.0531094,0.0394766,0.477906
1.5600e-08,0.0531313,0.0394437,0.478344
