Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.0531688,0.0394781,-0.00767188
-5.2000e-09,0.0531656,0.0394516,-0.00765625
-4.8000e-09,0.0531,0.039475,-0.00760938
-4.4000e-09,0.0531188,0.0394844,-0.00770313
-4.0000e-09,0.0532094,0.0394859,-0.00767188
-3.6000e-09,0.0532031,0.0394797,-0.00745313
-3.2000e-09,0.0530781,0.0394359,-0.00785938
-2.8000e-09,0.0533344,0.0395078,-0.00725
-2.4000e-09,0.0532688,0.0395016,-0.00745313
-2.0000e-09,0.0532031,0.0394484,-0.00771875
-1.6000e-09,0.0530781,0.0394547,-0.0078125
-1.2000e-09,0.053125,0.0394922,-0.00778125
-8.0000e-10,0.0531813,0.0394906,-0.00753125
-4.0000e-10,0.0532375,0.0394813,0.0139219
0.0000e+00,0.0531469,0.0394594,0.121625
4.0000e-10,0.0532188,0.0394734,0.290453
8.0000e-10,0.0532719,0.0394938,0.410531
1.2000e-09,0.0532125,0.0394859,0.456859
1.6000e-09,0.0531625,0.0394766,0.470063
2.0000e-09,0.0532156,0.0395062,0.478906
2.4000e-09,0.053175,0.0395,0.483422
2.8000e-09,0.0531563,0.0395094,0.483422
3.2000e-09,0.0531156,0.0394781,0.48125
3.6000e-09,0.0532281,0.0394672,0.480297
4.0000e-09,0.0532031,0.0394641,0.47975
4.4000e-09,0.0532125,0.0394516,0.480187
4.8000e-09,0.0531594,0.0394906,0.481203
5.2000e-09,0.0532031,0.0395344,0.481797
5.6000e-09,0.0531719,0.0394734,0.481656
6.0000e-09,0.053225,0.039525,0.482594
6.4000e-09,0.0531625,0.0394969,0.482484
6.8000e-09,0.0531906,0.0394891,0.483531
7.2000e-09,0.0532125,0.0394766,0.48325
7.6000e-09,0.05315,0.0394719,0.483391
8.0000e-09,0.0531344,0.0394578,0.483203
8.4000e-09,0.053125,0.0394594,0.483047
8.8000e-09,0.05325,0.0395281,0.483625
9.2000e-09,0.0531844,0.0394891,0.484547
9.6000e-09,0.0531156,0.0394484,0.486922
1.0000e-08,0.0533344,0.0394984,0.487625
1.0400e-08,0.0532688,0.0395031,0.481531
1.0800e-08,0.0531938,0.0394391,0.475484
1.1200e-08,0.053125,0.03945,0.475187
1.1600e-08,0.0531875,0.0394891,0.477359
1.2000e-08,0.0532,0.0394844,0.478969
1.2400e-08,0.0532438,0.0394828,0.479922
1.2800e-08,0.0531469,0.0394781,0.479969
1.3200e-08,0.0532,0.0394875,0.479734
1.3600e-08,0.0532219,0.0395016,0.479734
1.4000e-08,0.05315,0.039475,0.479469
1.4400e-08,0.0530969,0.0394484,0.479688
1.4800e-08,0.0532125,0.039475,0.479125
1.5200e-08,0.0531625,0.0394547,0.477812
1.5600e-08,0.0531313,0.0394594,0.477781
