Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-07,,
Horizontal Delay,3e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.1100% to 51.6100%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.02,,
Vertical Position,-4.98,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.6000e-09,0.0531625,0.0395062,-0.007875
-5.2000e-09,0.0532031,0.0395359,-0.00801562
-4.8000e-09,0.0531375,0.0394938,-0.00779688
-4.4000e-09,0.0531563,0.0395391,-0.00775
-4.0000e-09,0.0531969,0.0395938,-0.00775
-3.6000e-09,0.053225,0.0395328,-0.00759375
-3.2000e-09,0.0530781,0.0395016,-0.00779688
-2.8000e-09,0.0532969,0.0395891,-0.00764063
-2.4000e-09,0.0532563,0.0395563,-0.00764063
-2.0000e-09,0.0531563,0.0395234,-0.00779688
-1.6000e-09,0.0530844,0.0395078,-0.007875
-1.2000e-09,0.0531656,0.0395391,-0.008
-8.0000e-10,0.0531469,0.0395484,-0.00792188
-4.0000e-10,0.0532719,0.0395875,0.0136562
0.0000e+00,0.0531344,0.0395281,0.122016
4.0000e-10,0.0531719,0.0395641,0.291078
8.0000e-10,0.0532563,0.0395344,0.410844
1.2000e-09,0.0531719,0.0395156,0.456859
1.6000e-09,0.0530781,0.0395172,0.469906
2.0000e-09,0.0532219,0.03955,0.47875
2.4000e-09,0.0531656,0.0395547,0.482953
2.8000e-09,0.0531781,0.0395391,0.48325
3.2000e-09,0.0530906,0.0395297,0.480953
3.6000e-09,0.0532688,0.0395797,0.480281
4.0000e-09,0.0531563,0.0395328,0.479547
4.4000e-09,0.0532031,0.0395563,0.48
4.8000e-09,0.0531875,0.0395297,0.481219
5.2000e-09,0.0531969,0.0395281,0.481734
5.6000e-09,0.053175,0.0394797,0.481656
6.0000e-09,0.0532625,0.0395703,0.482516
6.4000e-09,0.053175,0.0394938,0.4825
6.8000e-09,0.053225,0.0395469,0.482922
7.2000e-09,0.0531938,0.0395094,0.482984
7.6000e-09,0.0532219,0.0394922,0.483266
8.0000e-09,0.0531469,0.0394813,0.483062
8.4000e-09,0.0530938,0.0394953,0.483
8.8000e-09,0.0531813,0.03955,0.483516
9.2000e-09,0.0531531,0.0394984,0.484297
9.6000e-09,0.0530906,0.039475,0.486984
1.0000e-08,0.0533156,0.0395453,0.490469
1.0400e-08,0.0531656,0.0395406,0.486062
1.0800e-08,0.0531875,0.0395531,0.478359
1.1200e-08,0.053075,0.0394891,0.476234
1.1600e-08,0.0531344,0.0395266,0.477828
1.2000e-08,0.0531813,0.0395328,0.479297
1.2400e-08,0.0532,0.0395313,0.479844
1.2800e-08,0.0531031,0.0395078,0.479391
1.3200e-08,0.0531688,0.039525,0.479437
1.3600e-08,0.0532531,0.0395844,0.479266
1.4000e-08,0.0532313,0.0395641,0.479141
1.4400e-08,0.0531438,0.0395234,0.479391
1.4800e-08,0.0532219,0.0395734,0.478766
1.5200e-08,0.0531875,0.0395531,0.477688
1.5600e-08,0.0531375,0.0395641,0.477672
