Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,2e-08,,
Horizontal Delay,9.3157e-07,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,25.3700% to 30.3700%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.01,,
Vertical Position,-1.9,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.3630e-08,0.0014,-0.0004,0.0016
-5.3230e-08,0.0014,-0.0004,0
-5.2830e-08,0.001,0,-0.0016
-5.2430e-08,0.001,0.0004,-0.0016
-5.2030e-08,0.0018,0,-0.0004
-5.1630e-08,0.0018,0.0004,0.0012
-5.1230e-08,0.0018,0,0.0016
-5.0830e-08,0.0018,-0.0004,0.0008
-5.0430e-08,0.0006,-0.0004,-0.0008
-5.0030e-08,0.0002,-0.0004,-0.0016
-4.9630e-08,0.0006,-0.0004,-0.0016
-4.9230e-08,0.0006,0,-0.002
-4.8830e-08,0.001,0.0004,-0.0016
-4.8430e-08,0.0014,0,-0.0012
-4.8030e-08,0.0014,0,0
-4.7630e-08,0.0006,0,0.0004
-4.7230e-08,0.0006,0,0.0016
-4.6830e-08,0.0002,0,0.0004
-4.6430e-08,-0.0002,-0.0004,-0.0004
-4.6030e-08,-0.0002,0,-0.0016
-4.5630e-08,-0.0002,0,-0.0016
-4.5230e-08,0.0002,0.0004,-0.0016
-4.4830e-08,-0.0002,0.0004,-0.0008
-4.4430e-08,0.001,0.0004,0.0008
-4.4030e-08,0.0014,0.0004,0.0016
-4.3630e-08,0.0014,0.0004,0.002
-4.3230e-08,0.0014,0.0004,0.0012
-4.2830e-08,0.0018,0.0004,0
-4.2430e-08,0.0018,0,-0.0004
-4.2030e-08,0.0014,0,0
-4.1630e-08,0.001,0.0004,0.0008
-4.1230e-08,0.001,0,0.0012
-4.0830e-08,0.0006,0,0.0008
-4.0430e-08,0.0014,-0.0004,0.0008
-4.0030e-08,0.0018,-0.0008,-0.0004
-3.9630e-08,0.001,0,-0.0004
-3.9230e-08,0.0006,-0.0004,-0.0004
-3.8830e-08,0.0006,-0.0004,-0.0004
-3.8430e-08,0.0006,0,-0.0004
-3.8030e-08,0.001,0,0.0004
-3.7630e-08,0.0006,0.0004,0.0012
-3.7230e-08,0.0002,0.0004,0.002
-3.6830e-08,0.0002,0,0.0016
-3.6430e-08,0.0002,0,0.0008
-3.6030e-08,0.0002,0,0
-3.5630e-08,0.001,0.0004,0.0004
-3.5230e-08,0.0006,0.0004,0.0004
-3.4830e-08,0.0006,0.0008,0.0012
-3.4430e-08,0.001,0.0004,0.002
-3.4030e-08,0.0006,0,0.002
-3.3630e-08,0.001,0.0004,0.0016
-3.3230e-08,0.001,0.0004,0.0008
-3.2830e-08,0.0014,0.0004,0
-3.2430e-08,0.0014,0.0008,-0.0008
-3.2030e-08,0.0014,0.0004,-0.0004
-3.1630e-08,0.0018,0.0008,0.0004
-3.1230e-08,0.001,0.0008,-0.0004
-3.0830e-08,0.0006,0.0004,-0.0004
-3.0430e-08,0.001,0.0008,0
-3.0030e-08,0.0006,0,0.0012
