Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,2e-08,,
Horizontal Delay,9.3157e-07,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,25.3700% to 30.3700%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.01,,
Vertical Position,-1.9,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
-5.3630e-08,0.000592187,0.00024375,7.5e-05
-5.3230e-08,0.000651562,0.000110938,8.75e-05
-5.2830e-08,0.000846875,0.000109375,6.09375e-05
-5.2430e-08,0.00099375,0.0002,8.125e-05
-5.2030e-08,0.00102187,0.000332812,0.000117188
-5.1630e-08,0.000971875,0.00034375,0.000146875
-5.1230e-08,0.000898437,0.00031875,0.000257812
-5.0830e-08,0.000779687,0.000167188,0.000317187
-5.0430e-08,0.000721875,8.4375e-05,0.000325
-5.0030e-08,0.000676562,7.8125e-05,0.00015
-4.9630e-08,0.000679687,0.000110938,-2.96875e-05
-4.9230e-08,0.000673437,0.000125,-0.000107813
-4.8830e-08,0.000690625,0.000175,-0.00015
-4.8430e-08,0.000590625,0.000204688,-0.000204688
-4.8030e-08,0.0004875,0.000151563,-0.000210938
-4.7630e-08,0.00035,0.000103125,-0.000178125
-4.7230e-08,0.000270312,1.5625e-05,-0.000176563
-4.6830e-08,0.000253125,-0.0001,-0.000101562
-4.6430e-08,0.000410937,-0.000175,-7.03125e-05
-4.6030e-08,0.000598438,-0.000128125,-5e-05
-4.5630e-08,0.000676562,9.375e-06,-0.0001125
-4.5230e-08,0.000634375,0.000176562,-0.000123438
-4.4830e-08,0.000504687,0.000289063,-0.00011875
-4.4430e-08,0.000509375,0.000310938,-1.71875e-05
-4.4030e-08,0.000526562,0.000179688,-1.5625e-05
-4.3630e-08,0.000610937,8.59375e-05,-3.125e-06
-4.3230e-08,0.000817188,0.000148438,8.28125e-05
-4.2830e-08,0.000973438,0.00025625,9.0625e-05
-4.2430e-08,0.00100625,0.0003125,0.00019375
-4.2030e-08,0.00103125,0.000314062,0.000292187
-4.1630e-08,0.00095625,0.000185938,0.000307813
-4.1230e-08,0.000809375,7.5e-05,0.000242188
-4.0830e-08,0.000735937,4.0625e-05,0.00015
-4.0430e-08,0.000778125,7.1875e-05,5.3125e-05
-4.0030e-08,0.000728125,0.000114063,-7.03125e-05
-3.9630e-08,0.000654687,0.000170312,-0.0001
-3.9230e-08,0.000584375,0.0001625,-6.40625e-05
-3.8830e-08,0.000528125,0.00020625,-7.65625e-05
-3.8430e-08,0.0004375,0.000148438,-7.65625e-05
-3.8030e-08,0.000195312,3.75e-05,-0.000103125
-3.7630e-08,0.000160937,-6.25e-05,-0.000154688
-3.7230e-08,0.0002625,-0.000134375,-0.000217188
-3.6830e-08,0.000421875,-0.0001875,-0.000157812
-3.6430e-08,0.0005625,-8.75e-05,-0.0001625
-3.6030e-08,0.000676562,5e-05,-0.000128125
-3.5630e-08,0.000642187,0.000214063,-9.84375e-05
-3.5230e-08,0.0006,0.00034375,-6.25e-05
-3.4830e-08,0.000534375,0.000325,-1.875e-05
