Model,MSO4034B
1.1250e+07,-118.897
1.1375e+07,-117.553
1.1500e+07,-116.209
1.1625e+07,-112.644
1.1750e+07,-109.075
1.1875e+07,-105.2
1.2000e+07,-101.322
1.2125e+07,-104.672
1.2250e+07,-108.019
1.2375e+07,-114.109
1.2500e+07,-120.2
1.2625e+07,-119.088
1.2750e+07,-117.975
1.2875e+07,-117.869
1.3000e+07,-117.763
1.3125e+07,-118.556
1.3250e+07,-119.347
1.3375e+07,-120.988
1.3500e+07,-122.625
1.3625e+07,-122.322
1.3750e+07,-122.016
1.3875e+07,-121.644
1.4000e+07,-121.269
1.4125e+07,-124.644
1.4250e+07,-128.019
1.4375e+07,-126.797
1.4500e+07,-125.572
1.4625e+07,-121.994
1.4750e+07,-118.416
1.4875e+07,-118.247
1.5000e+07,-118.075
1.5125e+07,-121.425
1.5250e+07,-124.772
1.5375e+07,-123.838
1.5500e+07,-122.903
1.5625e+07,-119.828
1.5750e+07,-116.75
1.5875e+07,-116.741
1.6000e+07,-116.731
1.6125e+07,-117.994
1.6250e+07,-119.253
1.6375e+07,-119.703
1.6500e+07,-120.15
1.6625e+07,-122.338
1.6750e+07,-124.522
1.6875e+07,-125.241
1.7000e+07,-125.956
1.7125e+07,-125.066
1.7250e+07,-124.172
1.7375e+07,-122.353
1.7500e+07,-120.534
1.7625e+07,-119.972
1.7750e+07,-119.409
1.7875e+07,-120.662
1.8000e+07,-121.916
1.8125e+07,-124.066
1.8250e+07,-126.216
1.8375e+07,-126.612
1.8500e+07,-127.006
1.8625e+07,-125.116
1.8750e+07,-123.222
1.8875e+07,-122.806
1.9000e+07,-122.391
1.9125e+07,-123.241
1.9250e+07,-124.088
1.9375e+07,-124.775
1.9500e+07,-125.459
1.9625e+07,-127.681
1.9750e+07,-129.9
1.9875e+07,-128.125
2.0000e+07,-126.35
2.0125e+07,-122.581
2.0250e+07,-118.812
2.0375e+07,-118.438
2.0500e+07,-118.059
2.0625e+07,-118.734
2.0750e+07,-119.406
2.0875e+07,-119.622
2.1000e+07,-119.838
2.1125e+07,-119.297
2.1250e+07,-118.753
2.1375e+07,-118.341
2.1500e+07,-117.925
2.1625e+07,-118.491
2.1750e+07,-119.056
2.1875e+07,-122.013
2.2000e+07,-124.966
2.2125e+07,-124.903
2.2250e+07,-124.841
2.2375e+07,-123.891
2.2500e+07,-122.938
2.2625e+07,-125.472
2.2750e+07,-128.006
2.2875e+07,-128.928
2.3000e+07,-129.85
2.3125e+07,-128.284
2.3250e+07,-126.716
2.3375e+07,-125.253
2.3500e+07,-123.787
2.3625e+07,-123.003
2.3750e+07,-122.219
2.3875e+07,-119.778
2.4000e+07,-117.334
2.4125e+07,-117.944
2.4250e+07,-118.553
2.4375e+07,-119.366
2.4500e+07,-120.175
2.4625e+07,-119.184
2.4750e+07,-118.194
2.4875e+07,-117.881
2.5000e+07,-117.569
2.5125e+07,-118.456
2.5250e+07,-119.341
2.5375e+07,-120.034
2.5500e+07,-120.728
2.5625e+07,-120.172
2.5750e+07,-119.613
2.5875e+07,-121.294
2.6000e+07,-122.972
2.6125e+07,-123.547
2.6250e+07,-124.119
2.6375e+07,-123.556
2.6500e+07,-122.994
2.6625e+07,-123.219
2.6750e+07,-123.441
2.6875e+07,-123.466
2.7000e+07,-123.488
2.7125e+07,-127.341
2.7250e+07,-131.194
2.7375e+07,-128.797
2.7500e+07,-126.397
2.7625e+07,-126.822
2.7750e+07,-127.244
2.7875e+07,-131.869
2.8000e+07,-136.494
2.8125e+07,-131.969
2.8250e+07,-127.444
2.8375e+07,-127.353
2.8500e+07,-127.259
2.8625e+07,-124.575
2.8750e+07,-121.891
2.8875e+07,-121.506
2.9000e+07,-121.122
2.9125e+07,-124.322
2.9250e+07,-127.522
2.9375e+07,-124.809
2.9500e+07,-122.097
2.9625e+07,-122.897
2.9750e+07,-123.697
2.9875e+07,-124.606
3.0000e+07,-125.516
3.0125e+07,-122.706
3.0250e+07,-119.897
3.0375e+07,-120.2
3.0500e+07,-120.5
3.0625e+07,-120.559
3.0750e+07,-120.619
3.0875e+07,-119.825
3.1000e+07,-119.031
3.1125e+07,-118.7
3.1250e+07,-118.366
3.1375e+07,-117.394
3.1500e+07,-116.419
3.1625e+07,-115.681
3.1750e+07,-114.941
3.1875e+07,-116.566
3.2000e+07,-118.188
3.2125e+07,-121.044
3.2250e+07,-123.897
3.2375e+07,-122.578
3.2500e+07,-121.259
3.2625e+07,-120.853
3.2750e+07,-120.447
3.2875e+07,-123.803
3.3000e+07,-127.159
3.3125e+07,-126.031
3.3250e+07,-124.903
3.3375e+07,-121.028
3.3500e+07,-117.153
3.3625e+07,-118.306
3.3750e+07,-119.456
3.3875e+07,-123.881
3.4000e+07,-128.306
3.4125e+07,-129.884
3.4250e+07,-131.463
3.4375e+07,-131.069
3.4500e+07,-130.675
3.4625e+07,-131.903
3.4750e+07,-133.128
3.4875e+07,-133.366
3.5000e+07,-133.603
3.5125e+07,-128.478
3.5250e+07,-123.353
3.5375e+07,-120.525
3.5500e+07,-117.697
3.5625e+07,-115.978
3.5750e+07,-114.256
3.5875e+07,-109.838
3.6000e+07,-105.419
3.6125e+07,-109.919
3.6250e+07,-114.416
3.6375e+07,-115.747
3.6500e+07,-117.075
3.6625e+07,-119.866
3.6750e+07,-122.653
3.6875e+07,-124.463
3.7000e+07,-126.272
3.7125e+07,-124.241
3.7250e+07,-122.209
3.7375e+07,-121.644
3.7500e+07,-121.075
3.7625e+07,-120.681
3.7750e+07,-120.287
3.7875e+07,-119.872
3.8000e+07,-119.453
3.8125e+07,-120.516
3.8250e+07,-121.575
3.8375e+07,-122.428
3.8500e+07,-123.281
3.8625e+07,-125.881
3.8750e+07,-128.481
3.8875e+07,-132.963
3.9000e+07,-137.444
3.9125e+07,-136.341
3.9250e+07,-135.234
3.9375e+07,-132.109
3.9500e+07,-128.984
3.9625e+07,-123.631
3.9750e+07,-118.275
3.9875e+07,-118.491
4.0000e+07,-118.703
4.0125e+07,-120.656
4.0250e+07,-122.609
4.0375e+07,-123.575
4.0500e+07,-124.541
4.0625e+07,-123.213
4.0750e+07,-121.881
4.0875e+07,-123.25
4.1000e+07,-124.616
4.1125e+07,-126.144
4.1250e+07,-127.669
4.1375e+07,-124.369
4.1500e+07,-121.069
4.1625e+07,-120.209
4.1750e+07,-119.347
4.1875e+07,-121.169
4.2000e+07,-122.988
4.2125e+07,-123.153
4.2250e+07,-123.316
4.2375e+07,-121.856
4.2500e+07,-120.397
4.2625e+07,-121.447
4.2750e+07,-122.494
4.2875e+07,-122.678
4.3000e+07,-122.863
4.3125e+07,-121.084
4.3250e+07,-119.303
4.3375e+07,-119.525
4.3500e+07,-119.747
4.3625e+07,-119.494
4.3750e+07,-119.241
4.3875e+07,-118.541
4.4000e+07,-117.841
4.4125e+07,-117.353
4.4250e+07,-116.866
4.4375e+07,-116.916
4.4500e+07,-116.963
4.4625e+07,-117.172
4.4750e+07,-117.381
4.4875e+07,-118.037
4.5000e+07,-118.694
4.5125e+07,-119.269
4.5250e+07,-119.844
4.5375e+07,-119.828
4.5500e+07,-119.812
4.5625e+07,-119.572
4.5750e+07,-119.331
4.5875e+07,-119.081
4.6000e+07,-118.828
4.6125e+07,-118.034
4.6250e+07,-117.241
4.6375e+07,-117.162
4.6500e+07,-117.081
4.6625e+07,-117.609
4.6750e+07,-118.138
4.6875e+07,-120.287
4.7000e+07,-122.434
4.7125e+07,-122.819
4.7250e+07,-123.2
4.7375e+07,-120.834
4.7500e+07,-118.469
4.7625e+07,-111.688
4.7750e+07,-104.903
4.7875e+07,-102.319
4.8000e+07,-99.7313
4.8125e+07,-102.316
4.8250e+07,-104.897
4.8375e+07,-113.338
4.8500e+07,-121.778
4.8625e+07,-122.069
4.8750e+07,-122.359
4.8875e+07,-121.703
4.9000e+07,-121.047
4.9125e+07,-119.7
4.9250e+07,-118.35
4.9375e+07,-120.994
4.9500e+07,-123.634
4.9625e+07,-129.934
4.9750e+07,-136.231
4.9875e+07,-130.125
5.0000e+07,-124.016
5.0125e+07,-122.881
5.0250e+07,-121.747
5.0375e+07,-122.941
5.0500e+07,-124.134
5.0625e+07,-126.344
5.0750e+07,-128.55
5.0875e+07,-130.084
5.1000e+07,-131.619
5.1125e+07,-127.394
5.1250e+07,-123.169
5.1375e+07,-123.194
5.1500e+07,-123.216
5.1625e+07,-122.188
5.1750e+07,-121.159
5.1875e+07,-120.013
5.2000e+07,-118.866
5.2125e+07,-121.609
5.2250e+07,-124.35
5.2375e+07,-125.922
5.2500e+07,-127.494
5.2625e+07,-129.625
5.2750e+07,-131.756
5.2875e+07,-125.816
5.3000e+07,-119.872
5.3125e+07,-119.028
5.3250e+07,-118.181
5.3375e+07,-119.744
5.3500e+07,-121.303
5.3625e+07,-122.403
5.3750e+07,-123.5
5.3875e+07,-122.641
5.4000e+07,-121.778
5.4125e+07,-120.781
5.4250e+07,-119.781
5.4375e+07,-120.447
5.4500e+07,-121.113
5.4625e+07,-121.45
5.4750e+07,-121.787
5.4875e+07,-122.825
5.5000e+07,-123.859
5.5125e+07,-126.403
5.5250e+07,-128.947
5.5375e+07,-127.419
5.5500e+07,-125.888
5.5625e+07,-130.041
5.5750e+07,-134.194
5.5875e+07,-130.359
5.6000e+07,-126.522
5.6125e+07,-124.372
5.6250e+07,-122.222
5.6375e+07,-123.394
5.6500e+07,-124.562
5.6625e+07,-123.872
5.6750e+07,-123.178
5.6875e+07,-122.369
5.7000e+07,-121.556
5.7125e+07,-121.45
5.7250e+07,-121.344
5.7375e+07,-120.863
5.7500e+07,-120.378
5.7625e+07,-119.713
5.7750e+07,-119.047
5.7875e+07,-118.531
5.8000e+07,-118.016
5.8125e+07,-118.009
5.8250e+07,-118
5.8375e+07,-119.688
5.8500e+07,-121.372
5.8625e+07,-125.669
5.8750e+07,-129.963
5.8875e+07,-136.309
5.9000e+07,-142.656
5.9125e+07,-138.244
5.9250e+07,-133.831
5.9375e+07,-128.316
5.9500e+07,-122.797
5.9625e+07,-113.959
5.9750e+07,-105.122
5.9875e+07,-101.838
6.0000e+07,-98.55
6.0125e+07,-101.456
6.0250e+07,-104.359
6.0375e+07,-112.341
6.0500e+07,-120.319
6.0625e+07,-120.581
6.0750e+07,-120.844
6.0875e+07,-120.822
6.1000e+07,-120.797
6.1125e+07,-121.341
6.1250e+07,-121.884
6.1375e+07,-120.769
6.1500e+07,-119.653
6.1625e+07,-118.825
6.1750e+07,-117.997
6.1875e+07,-118.803
6.2000e+07,-119.609
6.2125e+07,-120.644
6.2250e+07,-121.675
6.2375e+07,-121.019
6.2500e+07,-120.363
6.2625e+07,-118.959
6.2750e+07,-117.556
6.2875e+07,-118.356
6.3000e+07,-119.153
6.3125e+07,-119.169
6.3250e+07,-119.184
6.3375e+07,-118.397
6.3500e+07,-117.609
6.3625e+07,-117.356
6.3750e+07,-117.103
6.3875e+07,-117.491
6.4000e+07,-117.878
6.4125e+07,-117.147
6.4250e+07,-116.416
6.4375e+07,-116.028
6.4500e+07,-115.641
6.4625e+07,-118.672
6.4750e+07,-121.7
6.4875e+07,-123.753
6.5000e+07,-125.806
6.5125e+07,-121.912
6.5250e+07,-118.016
6.5375e+07,-118.575
6.5500e+07,-119.131
6.5625e+07,-120.384
6.5750e+07,-121.634
6.5875e+07,-120.194
6.6000e+07,-118.75
6.6125e+07,-118.263
6.6250e+07,-117.775
6.6375e+07,-118.569
6.6500e+07,-119.363
6.6625e+07,-119.2
6.6750e+07,-119.034
6.6875e+07,-120.219
6.7000e+07,-121.4
6.7125e+07,-125.244
6.7250e+07,-129.084
6.7375e+07,-126.909
6.7500e+07,-124.731
6.7625e+07,-124.119
6.7750e+07,-123.506
6.7875e+07,-121.481
6.8000e+07,-119.453
6.8125e+07,-117.869
6.8250e+07,-116.284
6.8375e+07,-116.397
6.8500e+07,-116.509
6.8625e+07,-117.334
6.8750e+07,-118.156
6.8875e+07,-118.953
6.9000e+07,-119.747
6.9125e+07,-119.444
6.9250e+07,-119.141
6.9375e+07,-121.203
6.9500e+07,-123.266
6.9625e+07,-124.788
6.9750e+07,-126.306
6.9875e+07,-122.903
7.0000e+07,-119.497
7.0125e+07,-119.116
7.0250e+07,-118.731
7.0375e+07,-119.109
7.0500e+07,-119.484
7.0625e+07,-119.153
7.0750e+07,-118.822
7.0875e+07,-120.397
7.1000e+07,-121.972
7.1125e+07,-122.369
7.1250e+07,-122.766
7.1375e+07,-124.591
7.1500e+07,-126.416
7.1625e+07,-112.391
7.1750e+07,-98.3625
7.1875e+07,-95.3438
7.2000e+07,-92.3219
7.2125e+07,-95.1531
7.2250e+07,-97.9813
7.2375e+07,-108.166
7.2500e+07,-118.35
7.2625e+07,-119.172
7.2750e+07,-119.991
7.2875e+07,-122.628
7.3000e+07,-125.266
7.3125e+07,-123.166
7.3250e+07,-121.062
7.3375e+07,-120.231
7.3500e+07,-119.4
7.3625e+07,-122.4
7.3750e+07,-125.4
7.3875e+07,-126.691
7.4000e+07,-127.978
7.4125e+07,-123.519
7.4250e+07,-119.059
7.4375e+07,-118.334
7.4500e+07,-117.609
7.4625e+07,-120.544
7.4750e+07,-123.478
7.4875e+07,-124.031
7.5000e+07,-124.581
7.5125e+07,-124.388
7.5250e+07,-124.191
7.5375e+07,-125.128
7.5500e+07,-126.066
7.5625e+07,-126.128
7.5750e+07,-126.191
7.5875e+07,-124.075
7.6000e+07,-121.956
7.6125e+07,-119.863
7.6250e+07,-117.766
7.6375e+07,-117.744
7.6500e+07,-117.722
7.6625e+07,-117.722
7.6750e+07,-117.719
7.6875e+07,-116.325
7.7000e+07,-114.928
7.7125e+07,-115.203
7.7250e+07,-115.478
7.7375e+07,-117.491
7.7500e+07,-119.5
7.7625e+07,-121.934
7.7750e+07,-124.366
7.7875e+07,-124.472
7.8000e+07,-124.578
7.8125e+07,-122.728
7.8250e+07,-120.878
7.8375e+07,-117.872
7.8500e+07,-114.866
7.8625e+07,-116.438
7.8750e+07,-118.009
7.8875e+07,-121.85
7.9000e+07,-125.691
7.9125e+07,-124.769
7.9250e+07,-123.847
7.9375e+07,-122.559
7.9500e+07,-121.272
7.9625e+07,-122.591
7.9750e+07,-123.909
7.9875e+07,-126.266
8.0000e+07,-128.619
8.0125e+07,-129.069
8.0250e+07,-129.519
8.0375e+07,-123.866
8.0500e+07,-118.209
8.0625e+07,-119.441
8.0750e+07,-120.672
8.0875e+07,-121.806
8.1000e+07,-122.938
8.1125e+07,-121.562
8.1250e+07,-120.188
8.1375e+07,-118.997
8.1500e+07,-117.806
8.1625e+07,-117.309
8.1750e+07,-116.812
8.1875e+07,-117.494
8.2000e+07,-118.175
8.2125e+07,-119.459
8.2250e+07,-120.741
8.2375e+07,-120.647
8.2500e+07,-120.553
8.2625e+07,-120.616
8.2750e+07,-120.675
8.2875e+07,-120.834
8.3000e+07,-120.994
8.3125e+07,-122.066
8.3250e+07,-123.138
8.3375e+07,-122.975
8.3500e+07,-122.812
8.3625e+07,-107.4
8.3750e+07,-91.9875
8.3875e+07,-89.075
8.4000e+07,-86.1625
8.4125e+07,-89.1781
8.4250e+07,-92.1937
8.4375e+07,-109.356
8.4500e+07,-126.519
8.4625e+07,-123.641
8.4750e+07,-120.759
8.4875e+07,-120.463
8.5000e+07,-120.166
8.5125e+07,-120.513
8.5250e+07,-120.856
8.5375e+07,-120.659
8.5500e+07,-120.459
8.5625e+07,-120.116
8.5750e+07,-119.772
8.5875e+07,-118.978
8.6000e+07,-118.181
8.6125e+07,-118.106
8.6250e+07,-118.028
8.6375e+07,-119.328
8.6500e+07,-120.628
8.6625e+07,-121.366
8.6750e+07,-122.103
8.6875e+07,-120.744
8.7000e+07,-119.381
8.7125e+07,-118.6
8.7250e+07,-117.819
8.7375e+07,-118.488
8.7500e+07,-119.153
8.7625e+07,-118.766
8.7750e+07,-118.375
8.7875e+07,-118.269
8.8000e+07,-118.162
8.8125e+07,-122.55
8.8250e+07,-126.938
8.8375e+07,-128.106
8.8500e+07,-129.272
8.8625e+07,-127.575
8.8750e+07,-125.875
8.8875e+07,-121.062
8.9000e+07,-116.25
8.9125e+07,-115.322
8.9250e+07,-114.394
8.9375e+07,-114.897
8.9500e+07,-115.4
8.9625e+07,-116.847
8.9750e+07,-118.291
8.9875e+07,-118.322
9.0000e+07,-118.35
9.0125e+07,-118.812
9.0250e+07,-119.272
9.0375e+07,-124.566
9.0500e+07,-129.856
9.0625e+07,-126.278
9.0750e+07,-122.7
9.0875e+07,-119.463
9.1000e+07,-116.222
9.1125e+07,-115.659
9.1250e+07,-115.094
9.1375e+07,-116.15
9.1500e+07,-117.206
9.1625e+07,-118.369
9.1750e+07,-119.528
9.1875e+07,-118.469
9.2000e+07,-117.406
9.2125e+07,-117.131
9.2250e+07,-116.856
9.2375e+07,-116.466
9.2500e+07,-116.075
9.2625e+07,-115.694
9.2750e+07,-115.312
9.2875e+07,-110.572
9.3000e+07,-105.831
9.3125e+07,-102.888
9.3250e+07,-99.9406
9.3375e+07,-101.688
9.3500e+07,-103.434
9.3625e+07,-109.944
9.3750e+07,-116.45
9.3875e+07,-115.906
9.4000e+07,-115.363
9.4125e+07,-114.475
9.4250e+07,-113.588
9.4375e+07,-115.294
9.4500e+07,-116.997
9.4625e+07,-119.213
9.4750e+07,-121.428
9.4875e+07,-124.812
9.5000e+07,-128.194
9.5125e+07,-124.669
9.5250e+07,-121.144
9.5375e+07,-118.756
9.5500e+07,-116.369
9.5625e+07,-106.069
9.5750e+07,-95.7656
9.5875e+07,-92.5406
9.6000e+07,-89.3125
9.6125e+07,-92.3094
9.6250e+07,-95.3063
9.6375e+07,-114.513
9.6500e+07,-133.719
9.6625e+07,-130.581
9.6750e+07,-127.444
9.6875e+07,-126.294
9.7000e+07,-125.141
9.7125e+07,-127.034
9.7250e+07,-128.925
9.7375e+07,-128.988
9.7500e+07,-129.047
9.7625e+07,-131.128
9.7750e+07,-133.206
9.7875e+07,-129.881
9.8000e+07,-126.553
9.8125e+07,-123.397
9.8250e+07,-120.238
9.8375e+07,-118.4
9.8500e+07,-116.562
9.8625e+07,-117.184
9.8750e+07,-117.806
9.8875e+07,-119.234
9.9000e+07,-120.659
9.9125e+07,-120.278
9.9250e+07,-119.897
9.9375e+07,-120.297
9.9500e+07,-120.694
9.9625e+07,-121.422
9.9750e+07,-122.15
9.9875e+07,-122.062
1.0000e+08,-121.975
1.0012e+08,-120.881
1.0025e+08,-119.784
1.0038e+08,-120.969
1.0050e+08,-122.153
1.0063e+08,-126.622
1.0075e+08,-131.091
1.0088e+08,-132.838
1.0100e+08,-134.584
1.0113e+08,-134.062
1.0125e+08,-133.538
1.0138e+08,-137.219
1.0150e+08,-140.9
1.0162e+08,-130.538
1.0175e+08,-120.175
1.0188e+08,-119.238
1.0200e+08,-118.3
1.0213e+08,-118.044
1.0225e+08,-117.784
1.0238e+08,-122.375
1.0250e+08,-126.963
1.0263e+08,-128.534
1.0275e+08,-130.103
1.0288e+08,-125.541
1.0300e+08,-120.978
1.0312e+08,-121.581
1.0325e+08,-122.181
1.0338e+08,-122.516
1.0350e+08,-122.847
1.0363e+08,-121.409
1.0375e+08,-119.969
1.0388e+08,-120.669
1.0400e+08,-121.369
1.0413e+08,-122.584
1.0425e+08,-123.797
1.0438e+08,-124.525
1.0450e+08,-125.253
1.0462e+08,-123.844
1.0475e+08,-122.431
1.0488e+08,-119.925
1.0500e+08,-117.416
1.0512e+08,-115.463
1.0525e+08,-113.506
1.0538e+08,-113.919
1.0550e+08,-114.331
1.0563e+08,-116.497
1.0575e+08,-118.662
1.0588e+08,-119.406
1.0600e+08,-120.147
1.0612e+08,-119.109
1.0625e+08,-118.072
1.0638e+08,-118.359
1.0650e+08,-118.647
1.0662e+08,-121.297
1.0675e+08,-123.947
1.0688e+08,-124.806
1.0700e+08,-125.666
1.0713e+08,-122.197
1.0725e+08,-118.725
1.0738e+08,-117.694
1.0750e+08,-116.662
1.0763e+08,-101.944
1.0775e+08,-87.2219
1.0788e+08,-84.2906
1.0800e+08,-81.3594
1.0812e+08,-84.3719
1.0825e+08,-87.3812
1.0838e+08,-105.653
1.0850e+08,-123.922
1.0863e+08,-123.066
1.0875e+08,-122.206
1.0888e+08,-121.85
1.0900e+08,-121.491
1.0913e+08,-123.347
1.0925e+08,-125.203
1.0938e+08,-123.966
1.0950e+08,-122.725
1.0962e+08,-122.575
1.0975e+08,-122.422
1.0988e+08,-122.831
1.1000e+08,-123.241
1.1013e+08,-126.603
1.1025e+08,-129.966
1.1038e+08,-129.778
1.1050e+08,-129.588
1.1063e+08,-126.175
1.1075e+08,-122.759
1.1088e+08,-120.188
1.1100e+08,-117.613
1.1112e+08,-117.253
1.1125e+08,-116.894
1.1138e+08,-117.459
1.1150e+08,-118.025
1.1163e+08,-119.681
1.1175e+08,-121.334
1.1188e+08,-120.388
1.1200e+08,-119.441
1.1213e+08,-117.838
1.1225e+08,-116.231
1.1238e+08,-115.572
1.1250e+08,-114.912
1.1262e+08,-116.775
1.1275e+08,-118.638
1.1288e+08,-119.55
1.1300e+08,-120.459
1.1312e+08,-122.981
1.1325e+08,-125.503
1.1338e+08,-126.228
1.1350e+08,-126.95
1.1363e+08,-127.947
1.1375e+08,-128.944
1.1388e+08,-126.503
1.1400e+08,-124.059
1.1413e+08,-123.103
1.1425e+08,-122.144
1.1438e+08,-122.009
1.1450e+08,-121.875
1.1462e+08,-121.969
1.1475e+08,-122.059
1.1488e+08,-122.722
1.1500e+08,-123.384
1.1513e+08,-123.078
1.1525e+08,-122.772
1.1538e+08,-121.169
1.1550e+08,-119.566
1.1563e+08,-119.491
1.1575e+08,-119.412
1.1588e+08,-120.863
1.1600e+08,-122.309
1.1612e+08,-122.244
1.1625e+08,-122.175
1.1638e+08,-123.997
1.1650e+08,-125.819
1.1663e+08,-134.319
1.1675e+08,-142.816
1.1688e+08,-134.347
1.1700e+08,-125.875
1.1713e+08,-123.194
1.1725e+08,-120.513
1.1738e+08,-119.544
1.1750e+08,-118.572
1.1762e+08,-121.35
1.1775e+08,-124.125
1.1788e+08,-126.553
1.1800e+08,-128.978
1.1813e+08,-127.256
1.1825e+08,-125.531
1.1838e+08,-125.866
1.1850e+08,-126.2
1.1863e+08,-126.084
1.1875e+08,-125.969
1.1888e+08,-125.528
1.1900e+08,-125.088
1.1912e+08,-124.188
1.1925e+08,-123.284
1.1938e+08,-124.156
1.1950e+08,-125.025
1.1963e+08,-112.15
1.1975e+08,-99.2719
1.1988e+08,-96.4094
1.2000e+08,-93.5438
1.2013e+08,-96.8438
1.2025e+08,-100.141
1.2038e+08,-110.369
1.2050e+08,-120.594
1.2062e+08,-120.766
1.2075e+08,-120.934
1.2088e+08,-120.619
1.2100e+08,-120.303
1.2112e+08,-122.397
1.2125e+08,-124.487
1.2138e+08,-127.247
1.2150e+08,-130.006
1.2163e+08,-125.172
1.2175e+08,-120.338
1.2188e+08,-117.909
1.2200e+08,-115.478
1.2213e+08,-114.959
1.2225e+08,-114.441
1.2238e+08,-115.644
1.2250e+08,-116.844
1.2262e+08,-119.653
1.2275e+08,-122.463
1.2288e+08,-123.106
1.2300e+08,-123.747
1.2313e+08,-124.097
1.2325e+08,-124.447
1.2338e+08,-123.425
1.2350e+08,-122.403
1.2363e+08,-120.225
1.2375e+08,-118.044
1.2388e+08,-117.547
1.2400e+08,-117.047
1.2412e+08,-117.963
1.2425e+08,-118.878
1.2438e+08,-120.056
1.2450e+08,-121.234
1.2463e+08,-121.241
1.2475e+08,-121.247
1.2488e+08,-122.488
1.2500e+08,-123.725
1.2513e+08,-125.875
1.2525e+08,-128.025
1.2538e+08,-125.544
1.2550e+08,-123.059
1.2562e+08,-122.162
1.2575e+08,-121.266
1.2588e+08,-119.894
1.2600e+08,-118.522
1.2613e+08,-118.691
1.2625e+08,-118.859
1.2638e+08,-119.856
1.2650e+08,-120.853
1.2663e+08,-121.066
1.2675e+08,-121.278
1.2688e+08,-120.069
1.2700e+08,-118.856
1.2712e+08,-118.847
1.2725e+08,-118.834
1.2738e+08,-125.65
1.2750e+08,-132.463
1.2763e+08,-127.038
1.2775e+08,-121.613
1.2788e+08,-123.619
1.2800e+08,-125.622
1.2813e+08,-125.525
1.2825e+08,-125.428
1.2838e+08,-127.591
1.2850e+08,-129.753
1.2863e+08,-128.081
1.2875e+08,-126.409
1.2888e+08,-125.588
1.2900e+08,-124.763
1.2912e+08,-127.825
1.2925e+08,-130.884
1.2938e+08,-130.966
1.2950e+08,-131.047
1.2963e+08,-129.291
1.2975e+08,-127.531
1.2988e+08,-124.756
1.3000e+08,-121.978
1.3013e+08,-119.741
1.3025e+08,-117.5
1.3038e+08,-117.35
1.3050e+08,-117.2
1.3062e+08,-120.003
1.3075e+08,-122.803
1.3088e+08,-124.731
1.3100e+08,-126.659
1.3113e+08,-127.128
1.3125e+08,-127.597
1.3138e+08,-131.453
1.3150e+08,-135.309
1.3163e+08,-112.397
1.3175e+08,-89.4844
1.3188e+08,-86.4875
1.3200e+08,-83.4875
