Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-08,
Horizontal Delay,1.29557e-06,
Sample Interval,4e-10,
Record Length,10000,
Gating,16.7200% to 21.7300%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0.0708,
Vertical Scale,0.02,
Vertical Position,-1.02,
,,
,,
,,
Label,,
TIME,CH1,CH3
-3.5630e-08,0.0890656,-0.000765625
-3.5230e-08,0.0890969,-0.000771875
-3.4830e-08,0.0890469,-0.000765625
-3.4430e-08,0.0890031,-0.000846875
-3.4030e-08,0.0890844,-0.00079375
-3.3630e-08,0.0890156,-0.00083125
-3.3230e-08,0.0890313,-0.000815625
-3.2830e-08,0.0889719,-0.00085625
-3.2430e-08,0.0889969,-0.000896875
-3.2030e-08,0.0890031,-0.000884375
-3.1630e-08,0.0889844,-0.000790625
-3.1230e-08,0.0889875,-0.000796875
-3.0830e-08,0.0890188,-0.000778125
-3.0430e-08,0.0889781,-0.0008
-3.0030e-08,0.089025,-0.00080625
-2.9630e-08,0.0890313,-0.000840625
-2.9230e-08,0.0890313,-0.000853125
-2.8830e-08,0.08905,-0.00085625
-2.8430e-08,0.0890438,-0.00086875
-2.8030e-08,0.0889719,-0.000978125
-2.7630e-08,0.08905,-0.0008125
-2.7230e-08,0.0890375,-0.000853125
-2.6830e-08,0.0890875,-0.000778125
-2.6430e-08,0.0891156,-0.00074375
-2.6030e-08,0.0889781,-0.000765625
-2.5630e-08,0.0890781,-0.000759375
-2.5230e-08,0.0889844,-0.00083125
-2.4830e-08,0.0889781,-0.0008125
-2.4430e-08,0.088925,-0.000871875
-2.4030e-08,0.0889625,-0.00085625
-2.3630e-08,0.088975,-0.000996875
-2.3230e-08,0.0890875,-0.001225
-2.2830e-08,0.0890813,-0.00105
-2.2430e-08,0.0891094,-0.00078125
-2.2030e-08,0.0890125,-0.000490625
-2.1630e-08,0.088975,-0.000428125
-2.1230e-08,0.0889375,-0.0005875
-2.0830e-08,0.0891,-0.000753125
-2.0430e-08,0.0891844,-0.000771875
-2.0030e-08,0.0890094,-0.00084375
-1.9630e-08,0.08895,-0.000821875
-1.9230e-08,0.0889937,-0.000821875
-1.8830e-08,0.0890937,-0.000853125
-1.8430e-08,0.0891,-0.00089375
-1.8030e-08,0.0890844,-0.00085
-1.7630e-08,0.0890594,-0.000796875
-1.7230e-08,0.0890188,-0.00078125
-1.6830e-08,0.0890094,-0.00081875
-1.6430e-08,0.0889625,-0.00086875
-1.6030e-08,0.0890031,-0.00081875
-1.5630e-08,0.0889531,-0.00079375
-1.5230e-08,0.0888813,-0.00090625
-1.4830e-08,0.089025,-0.000846875
-1.4430e-08,0.0890719,-0.000890625
-1.4030e-08,0.0891688,-0.0007875
-1.3630e-08,0.0891406,-0.000778125
-1.3230e-08,0.0890656,-0.000790625
-1.2830e-08,0.0890156,-0.00076875
-1.2430e-08,0.0890625,-0.000715625
-1.2030e-08,0.0890188,-0.000759375
-1.1630e-08,0.08905,-0.000903125
-1.1230e-08,0.0890531,-0.000903125
-1.0830e-08,0.0890531,-0.000840625
-1.0430e-08,0.0890937,-0.000775
