Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-08,
Horizontal Delay,1.29557e-06,
Sample Interval,4e-10,
Record Length,10000,
Gating,16.7200% to 21.7300%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0.0708,
Vertical Scale,0.02,
Vertical Position,-1.02,
,,
,,
,,
Label,,
TIME,CH1,CH3
-3.5630e-08,0.0888875,-0.00075
-3.5230e-08,0.0888969,-0.000728125
-3.4830e-08,0.0889812,-0.0007375
-3.4430e-08,0.0889031,-0.000753125
-3.4030e-08,0.088925,-0.00075
-3.3630e-08,0.0889281,-0.0007625
-3.3230e-08,0.089025,-0.000834375
-3.2830e-08,0.0889375,-0.000878125
-3.2430e-08,0.0889031,-0.000921875
-3.2030e-08,0.0888844,-0.00085
-3.1630e-08,0.0889687,-0.000775
-3.1230e-08,0.0889687,-0.000725
-3.0830e-08,0.0889844,-0.000759375
-3.0430e-08,0.0889812,-0.000709375
-3.0030e-08,0.0889687,-0.000709375
-2.9630e-08,0.0888969,-0.0007625
-2.9230e-08,0.0888344,-0.000809375
-2.8830e-08,0.0889188,-0.000821875
-2.8430e-08,0.0889281,-0.000825
-2.8030e-08,0.0888969,-0.00091875
-2.7630e-08,0.0889625,-0.000775
-2.7230e-08,0.088925,-0.000815625
-2.6830e-08,0.0889375,-0.0008
-2.6430e-08,0.0888844,-0.000771875
-2.6030e-08,0.088875,-0.00075
-2.5630e-08,0.0889531,-0.000690625
-2.5230e-08,0.0889094,-0.000825
-2.4830e-08,0.0888844,-0.0007875
-2.4430e-08,0.0889375,-0.000825
-2.4030e-08,0.08895,-0.000821875
-2.3630e-08,0.0889469,-0.000975
-2.3230e-08,0.0889125,-0.00115938
-2.2830e-08,0.0889438,-0.00109687
-2.2430e-08,0.0888844,-0.00080625
-2.2030e-08,0.0888906,-0.00049375
-2.1630e-08,0.0888906,-0.000409375
-2.1230e-08,0.0888813,-0.0005375
-2.0830e-08,0.0889094,-0.00064375
-2.0430e-08,0.0889781,-0.000703125
-2.0030e-08,0.0888781,-0.00085625
-1.9630e-08,0.0886969,-0.00083125
-1.9230e-08,0.0887563,-0.000834375
-1.8830e-08,0.0889031,-0.000809375
-1.8430e-08,0.0889219,-0.00086875
-1.8030e-08,0.0890188,-0.000821875
-1.7630e-08,0.0890188,-0.000740625
-1.7230e-08,0.0889469,-0.000678125
-1.6830e-08,0.0889719,-0.000715625
-1.6430e-08,0.0889313,-0.000775
-1.6030e-08,0.08895,-0.000740625
-1.5630e-08,0.0889281,-0.0008
-1.5230e-08,0.0887906,-0.00088125
-1.4830e-08,0.0889281,-0.000821875
-1.4430e-08,0.0889438,-0.000875
-1.4030e-08,0.0890625,-0.000778125
-1.3630e-08,0.0890063,-0.000784375
-1.3230e-08,0.0890125,-0.0008
-1.2830e-08,0.0889375,-0.000709375
-1.2430e-08,0.0889219,-0.0006375
-1.2030e-08,0.0889219,-0.000665625
-1.1630e-08,0.0888938,-0.00086875
-1.1230e-08,0.0888469,-0.00091875
-1.0830e-08,0.0888531,-0.000825
-1.0430e-08,0.0887875,-0.000728125
