Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-09,,
Horizontal Delay,3.9e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.4900% to 50.500%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0.0318,,
Vertical Scale,0.01,,
Vertical Position,-3.68,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.8600e-08,0.0883781,-1.80656,0.0531219
1.9000e-08,0.0884,-1.79375,0.0534188
1.9400e-08,0.0883594,-1.79688,0.0530609
1.9800e-08,0.0882469,-1.80063,0.0526109
2.0200e-08,0.0881531,-1.80547,0.0522703
2.0600e-08,0.0881922,-1.80344,0.0520422
2.1000e-08,0.0882719,-1.80109,0.0520078
2.1400e-08,0.0883672,-1.79734,0.0527688
2.1800e-08,0.0882875,-1.80266,0.0549984
2.2200e-08,0.088325,-1.80156,0.0589047
2.2600e-08,0.0882828,-1.79688,0.0632969
2.3000e-08,0.0882656,-1.79875,0.0671297
2.3400e-08,0.0882547,-1.79984,0.0702531
2.3800e-08,0.0882797,-1.79828,0.0727578
2.4200e-08,0.0882469,-1.80172,0.0752906
2.4600e-08,0.0882656,-1.80141,0.0779219
2.5000e-08,0.0882719,-1.80297,0.0795453
2.5400e-08,0.0883453,-1.79422,0.0799047
2.5800e-08,0.0883266,-1.79469,0.0796719
2.6200e-08,0.0883078,-1.80094,0.0797141
2.6600e-08,0.0882687,-1.80313,0.0797719
2.7000e-08,0.0882687,-1.79922,0.0794
2.7400e-08,0.0882266,-1.80125,0.0785672
2.7800e-08,0.0882687,-1.7975,0.0775031
2.8200e-08,0.0882375,-1.79937,0.0766297
2.8600e-08,0.0882703,-1.79906,0.0762453
2.9000e-08,0.0882969,-1.80187,0.0766219
2.9400e-08,0.0883422,-1.80063,0.0778203
2.9800e-08,0.0883766,-1.80109,0.0792297
3.0200e-08,0.0884484,-1.80297,0.0802094
3.0600e-08,0.0883922,-1.79563,0.0806406
3.1000e-08,0.0882984,-1.79922,0.0808172
3.1400e-08,0.0881359,-1.80656,0.0808062
3.1800e-08,0.0882141,-1.79359,0.0808656
3.2200e-08,0.0882578,-1.79797,0.0804625
3.2600e-08,0.0883797,-1.79813,0.0789063
3.3000e-08,0.0883875,-1.80219,0.0754891
3.3400e-08,0.0883297,-1.79953,0.0707391
3.3800e-08,0.0882312,-1.80094,0.0662891
3.4200e-08,0.0882266,-1.79797,0.0628109
3.4600e-08,0.0881891,-1.80391,0.0600922
3.5000e-08,0.0882391,-1.80172,0.0579484
3.5400e-08,0.0882297,-1.80016,0.0563641
3.5800e-08,0.0882187,-1.79688,0.0555672
3.6200e-08,0.0882547,-1.80031,0.0552375
3.6600e-08,0.0882906,-1.79672,0.0549391
3.7000e-08,0.0883219,-1.79875,0.0545531
3.7400e-08,0.0884234,-1.80219,0.0544047
3.7800e-08,0.0884797,-1.80578,0.0543063
3.8200e-08,0.0885344,-1.79656,0.0543016
3.8600e-08,0.0884641,-1.79875,0.0541656
3.9000e-08,0.0883172,-1.79859,0.0540859
3.9400e-08,0.0881547,-1.80094,0.0540609
