Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-09,,
Horizontal Delay,3.9e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.4900% to 50.500%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0.0318,,
Vertical Scale,0.01,,
Vertical Position,-3.68,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.8600e-08,0.0884594,-1.79391,0.0532
1.9000e-08,0.0885672,-1.79094,0.0534734
1.9400e-08,0.0885016,-1.79703,0.0532109
1.9800e-08,0.0884156,-1.7975,0.052775
2.0200e-08,0.0883953,-1.79953,0.0524312
2.0600e-08,0.0884266,-1.79531,0.0522078
2.1000e-08,0.0884437,-1.79453,0.0522016
2.1400e-08,0.0884422,-1.79266,0.0530047
2.1800e-08,0.088425,-1.79969,0.0552984
2.2200e-08,0.0884547,-1.79656,0.0591766
2.2600e-08,0.0884828,-1.79359,0.0635234
2.3000e-08,0.0884984,-1.79563,0.0673547
2.3400e-08,0.0884563,-1.79563,0.0704547
2.3800e-08,0.0884437,-1.79484,0.0729469
2.4200e-08,0.0884109,-1.795,0.0754766
2.4600e-08,0.0883578,-1.79594,0.0780984
2.5000e-08,0.0884484,-1.80375,0.0797188
2.5400e-08,0.0884828,-1.7925,0.0800406
2.5800e-08,0.0884703,-1.79234,0.0798438
2.6200e-08,0.0884641,-1.79672,0.0798156
2.6600e-08,0.0884625,-1.79609,0.0798438
2.7000e-08,0.0885141,-1.79609,0.0794719
2.7400e-08,0.0884719,-1.79969,0.0786047
2.7800e-08,0.0885406,-1.79453,0.0776625
2.8200e-08,0.0884422,-1.79766,0.0768125
2.8600e-08,0.0883859,-1.79719,0.0765031
2.9000e-08,0.0883063,-1.80031,0.0768953
2.9400e-08,0.0883656,-1.79719,0.0780094
2.9800e-08,0.0884906,-1.79937,0.0793875
3.0200e-08,0.0885719,-1.79984,0.0803688
3.0600e-08,0.0886359,-1.79141,0.0807859
3.1000e-08,0.0885344,-1.79531,0.0809141
3.1400e-08,0.08845,-1.79672,0.0809406
3.1800e-08,0.0884,-1.79312,0.0810375
3.2200e-08,0.0883484,-1.79688,0.0806016
3.2600e-08,0.0883703,-1.79734,0.0790375
3.3000e-08,0.0883969,-1.79875,0.0755781
3.3400e-08,0.0883469,-1.79594,0.0708078
3.3800e-08,0.0883359,-1.79703,0.0663453
3.4200e-08,0.0884172,-1.79453,0.0628719
3.4600e-08,0.0884875,-1.79922,0.06015
3.5000e-08,0.0885609,-1.79719,0.0580141
3.5400e-08,0.08855,-1.79125,0.056525
3.5800e-08,0.0884563,-1.79359,0.0557672
3.6200e-08,0.0883391,-1.79937,0.0553844
3.6600e-08,0.0883125,-1.79281,0.0550797
3.7000e-08,0.0883906,-1.79422,0.0547031
3.7400e-08,0.0885875,-1.79641,0.0545578
3.7800e-08,0.0887297,-1.79875,0.0544844
3.8200e-08,0.0887828,-1.79328,0.054375
3.8600e-08,0.0886891,-1.79359,0.0542656
3.9000e-08,0.0885031,-1.79641,0.0542328
3.9400e-08,0.0883063,-1.79625,0.0542141
