Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-09,,
Horizontal Delay,3.9e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.4900% to 50.500%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0.0318,,
Vertical Scale,0.01,,
Vertical Position,-3.68,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.8600e-08,0.088725,-1.81078,0.0532688
1.9000e-08,0.0887359,-1.79641,0.0535469
1.9400e-08,0.0887,-1.79875,0.053325
1.9800e-08,0.0886687,-1.80453,0.05285
2.0200e-08,0.0886141,-1.80609,0.0525156
2.0600e-08,0.0886703,-1.80437,0.0523188
2.1000e-08,0.0886734,-1.80219,0.0522375
2.1400e-08,0.0886875,-1.80172,0.0529734
2.1800e-08,0.0886437,-1.80422,0.0550703
2.2200e-08,0.0887094,-1.80344,0.0589344
2.2600e-08,0.0887797,-1.80047,0.0632766
2.3000e-08,0.0887437,-1.80125,0.0671891
2.3400e-08,0.0886469,-1.80578,0.0703281
2.3800e-08,0.0886641,-1.80297,0.0729047
2.4200e-08,0.0885719,-1.80594,0.0754625
2.4600e-08,0.0886297,-1.80406,0.0780719
2.5000e-08,0.0886469,-1.80766,0.0797359
2.5400e-08,0.0887406,-1.80016,0.0801188
2.5800e-08,0.0887063,-1.80156,0.0799016
2.6200e-08,0.0886484,-1.80297,0.0798828
2.6600e-08,0.0886328,-1.80578,0.0798719
2.7000e-08,0.0886953,-1.80219,0.0796
2.7400e-08,0.0886687,-1.80391,0.0787531
2.7800e-08,0.0887266,-1.79984,0.077825
2.8200e-08,0.0886844,-1.80234,0.0769156
2.8600e-08,0.0886578,-1.80078,0.0765984
2.9000e-08,0.0886,-1.80359,0.0769609
2.9400e-08,0.0886172,-1.80313,0.0780406
2.9800e-08,0.0886687,-1.80578,0.0794188
3.0200e-08,0.0887344,-1.80656,0.08035
3.0600e-08,0.0887797,-1.79953,0.0808641
3.1000e-08,0.0887437,-1.80359,0.0810141
3.1400e-08,0.0887078,-1.81062,0.0811
3.1800e-08,0.0887562,-1.79516,0.0811375
3.2200e-08,0.0887266,-1.79984,0.0806844
3.2600e-08,0.0887281,-1.80172,0.0792531
3.3000e-08,0.0886547,-1.80625,0.0758656
3.3400e-08,0.0886437,-1.80328,0.0711734
3.3800e-08,0.0885797,-1.80359,0.0666547
3.4200e-08,0.0885531,-1.80016,0.0631547
3.4600e-08,0.0885891,-1.80563,0.0603938
3.5000e-08,0.0887047,-1.80422,0.0582047
3.5400e-08,0.088775,-1.80203,0.0566563
3.5800e-08,0.0887625,-1.80172,0.0558875
3.6200e-08,0.0886906,-1.80313,0.0555109
3.6600e-08,0.0886453,-1.80172,0.0551563
3.7000e-08,0.0885766,-1.80203,0.0547859
3.7400e-08,0.0886266,-1.80516,0.0545906
3.7800e-08,0.0887172,-1.80672,0.0545469
3.8200e-08,0.0888781,-1.8,0.0544781
3.8600e-08,0.0889719,-1.80078,0.0543047
3.9000e-08,0.0889328,-1.80219,0.0542891
3.9400e-08,0.0888203,-1.80453,0.0543109
