Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-09,,
Horizontal Delay,3.9e-08,,
Sample Interval,4e-10,,
Record Length,10000,,
Gating,49.4900% to 50.500%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0.0318,,
Vertical Scale,0.01,,
Vertical Position,-3.68,,
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.8600e-08,0.0883484,-1.80453,0.0532156
1.9000e-08,0.0883641,-1.79344,0.0535094
1.9400e-08,0.0883156,-1.79688,0.0531719
1.9800e-08,0.0882906,-1.79797,0.0527188
2.0200e-08,0.0882031,-1.80234,0.0524047
2.0600e-08,0.0882844,-1.8,0.052175
2.1000e-08,0.0882922,-1.79656,0.0521438
2.1400e-08,0.0883469,-1.79703,0.0529234
2.1800e-08,0.0883063,-1.80078,0.0551984
2.2200e-08,0.0883625,-1.79984,0.0591047
2.2600e-08,0.0883703,-1.79516,0.0634813
2.3000e-08,0.0883141,-1.79937,0.0672813
2.3400e-08,0.0883578,-1.80063,0.0703859
2.3800e-08,0.0883422,-1.79578,0.0729156
2.4200e-08,0.0882922,-1.80016,0.0754219
2.4600e-08,0.0882891,-1.7975,0.0780062
2.5000e-08,0.088325,-1.80266,0.0796672
2.5400e-08,0.0883625,-1.79266,0.0800094
2.5800e-08,0.0883516,-1.79328,0.0798797
2.6200e-08,0.0883094,-1.79719,0.0799359
2.6600e-08,0.0883391,-1.80078,0.0799734
2.7000e-08,0.0883281,-1.79828,0.0795797
2.7400e-08,0.0883125,-1.80187,0.0786688
2.7800e-08,0.0883281,-1.79484,0.0776734
2.8200e-08,0.0882922,-1.7975,0.0767047
2.8600e-08,0.0882891,-1.7975,0.07635
2.9000e-08,0.0882953,-1.80063,0.0767375
2.9400e-08,0.0883594,-1.79797,0.078
2.9800e-08,0.0883875,-1.80016,0.0793703
3.0200e-08,0.0884187,-1.80203,0.0803766
3.0600e-08,0.0883812,-1.79359,0.0808281
3.1000e-08,0.0883188,-1.79672,0.0809313
3.1400e-08,0.0882562,-1.80453,0.0809859
3.1800e-08,0.0882797,-1.79328,0.0810063
3.2200e-08,0.0882797,-1.79734,0.0805453
3.2600e-08,0.0883609,-1.79859,0.0790063
3.3000e-08,0.0883703,-1.80328,0.0756047
3.3400e-08,0.0883219,-1.79937,0.07085
3.3800e-08,0.0882422,-1.79813,0.0664094
3.4200e-08,0.0882484,-1.79734,0.0629312
3.4600e-08,0.08825,-1.80125,0.0601875
3.5000e-08,0.0883469,-1.8,0.0580156
3.5400e-08,0.0883484,-1.79828,0.0564734
3.5800e-08,0.0882906,-1.79547,0.0556516
3.6200e-08,0.0882359,-1.80094,0.0553422
3.6600e-08,0.0882125,-1.79672,0.055025
3.7000e-08,0.0882609,-1.79797,0.0546906
3.7400e-08,0.0884547,-1.79844,0.0545578
3.7800e-08,0.0885641,-1.80203,0.0545156
3.8200e-08,0.0886641,-1.7925,0.0543938
3.8600e-08,0.0886062,-1.79484,0.0542688
3.9000e-08,0.0884203,-1.79641,0.0541906
3.9400e-08,0.0882187,-1.79969,0.0541281
