Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-07,
Horizontal Delay,3.62e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.8600% to 50.8600%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.01,
Vertical Position,2.14,
,,
,,
,,
Label,,
TIME,CH1,CH4
3.0600e-08,-0.0581234,-0.0161016
3.1000e-08,-0.0581406,-0.0135156
3.1400e-08,-0.0581109,-0.0140781
3.1800e-08,-0.0581391,-0.0157891
3.2200e-08,-0.0581375,-0.0169844
3.2600e-08,-0.0581016,-0.0180938
3.3000e-08,-0.0581422,-0.0187734
3.3400e-08,-0.0581766,-0.0193203
3.3800e-08,-0.0581563,-0.0193594
3.4200e-08,-0.0582063,-0.0199766
3.4600e-08,-0.0581906,-0.0206094
3.5000e-08,-0.0581938,-0.0208516
3.5400e-08,-0.0581047,-0.0206563
3.5800e-08,-0.0581328,-0.0218437
3.6200e-08,-0.0581703,-0.0228125
3.6600e-08,-0.0581734,-0.0229297
3.7000e-08,-0.0581063,-0.0218672
3.7400e-08,-0.0581703,-0.0218516
3.7800e-08,-0.0581281,-0.02225
3.8200e-08,-0.058175,-0.0228516
3.8600e-08,-0.0581609,-0.0234141
3.9000e-08,-0.0581797,-0.023875
3.9400e-08,-0.0581344,-0.0239219
3.9800e-08,-0.0581641,-0.0241094
4.0200e-08,-0.0581953,-0.0242422
4.0600e-08,-0.0581031,-0.0244141
4.1000e-08,-0.0581,-0.0249609
4.1400e-08,-0.0581328,-0.0258047
4.1800e-08,-0.0581172,-0.0253828
4.2200e-08,-0.0581547,-0.0247187
4.2600e-08,-0.0581813,-0.0247578
4.3000e-08,-0.0582328,-0.0251875
4.3400e-08,-0.0581719,-0.0252266
4.3800e-08,-0.0581797,-0.0253984
4.4200e-08,-0.0581031,-0.0252187
4.4600e-08,-0.0577422,-0.0255156
4.5000e-08,-0.0558594,-0.0253906
4.5400e-08,-0.0503922,-0.0251328
4.5800e-08,-0.0396828,-0.0253359
4.6200e-08,-0.0240953,-0.0252891
4.6600e-08,-0.00698906,-0.0248984
4.7000e-08,0.00739531,-0.0249219
4.7400e-08,0.0165234,-0.0248437
4.7800e-08,0.0200609,-0.0249766
4.8200e-08,0.0191594,-0.0242734
4.8600e-08,0.0156531,-0.0243437
4.9000e-08,0.0115109,-0.0243125
4.9400e-08,0.00820156,-0.0240078
4.9800e-08,0.00650937,-0.0234219
5.0200e-08,0.00623594,-0.0226953
5.0600e-08,0.00698281,-0.0215937
5.1000e-08,0.0076375,-0.0212734
5.1400e-08,0.0078,-0.0208594
5.1800e-08,0.00734687,-0.0207109
5.2200e-08,0.00677344,-0.0203672
5.2600e-08,0.00646875,-0.0198203
5.3000e-08,0.0066,-0.0193281
5.3400e-08,0.00728437,-0.0184688
5.3800e-08,0.00807812,-0.0180547
5.4200e-08,0.00874687,-0.0177344
5.4600e-08,0.00905469,-0.0164062
5.5000e-08,0.0087375,-0.0158359
5.5400e-08,0.00817344,-0.0151797
5.5800e-08,0.00764687,-0.0145391
5.6200e-08,0.00735781,-0.0137891
5.6600e-08,0.00733906,-0.0131094
5.7000e-08,0.00747344,-0.0121875
5.7400e-08,0.00764375,-0.0118281
5.7800e-08,0.00778594,-0.0110078
5.8200e-08,0.00788125,-0.0102422
5.8600e-08,0.00778594,-0.0100391
5.9000e-08,0.00765313,-0.00978906
5.9400e-08,0.00750156,-0.00939062
5.9800e-08,0.00738125,-0.00869531
6.0200e-08,0.00735937,-0.00810938
6.0600e-08,0.0074,-0.00769531
6.1000e-08,0.00754062,-0.00709375
6.1400e-08,0.00754375,-0.006625
6.1800e-08,0.00746094,-0.0064375
6.2200e-08,0.00731562,-0.00599219
6.2600e-08,0.00717031,-0.00582031
6.3000e-08,0.00699219,-0.00564844
6.3400e-08,0.00695469,-0.00507031
6.3800e-08,0.00684531,-0.00508594
6.4200e-08,0.00684687,-0.00478906
6.4600e-08,0.00666719,-0.00466406
6.5000e-08,0.00554375,-0.00445313
6.5400e-08,0.00170625,-0.0044375
6.5800e-08,-0.00688281,-0.00429688
6.6200e-08,-0.02035,-0.004125
6.6600e-08,-0.0366516,-0.00421094
6.7000e-08,-0.0522141,-0.00432813
6.7400e-08,-0.0639875,-0.00425
6.7800e-08,-0.0706453,-0.00432031
6.8200e-08,-0.0722094,-0.00427344
6.8600e-08,-0.070275,-0.00435156
6.9000e-08,-0.0662203,-0.00428906
6.9400e-08,-0.0618328,-0.00461719
6.9800e-08,-0.0582906,-0.0046875
7.0200e-08,-0.0563016,-0.00514844

