Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-07,
Horizontal Delay,3.62e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,49.8600% to 50.8600%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.01,
Vertical Position,2.14,
,,
,,
,,
Label,,
TIME,CH1,CH4
3.0600e-08,-0.0580578,-0.0184219
3.1000e-08,-0.0580656,-0.0152578
3.1400e-08,-0.0580359,-0.0151719
3.1800e-08,-0.0580563,-0.0164688
3.2200e-08,-0.0580141,-0.0173984
3.2600e-08,-0.0580078,-0.0182578
3.3000e-08,-0.0580453,-0.0190391
3.3400e-08,-0.05805,-0.0193984
3.3800e-08,-0.0580609,-0.0194688
3.4200e-08,-0.0580656,-0.0200625
3.4600e-08,-0.0580594,-0.0207969
3.5000e-08,-0.0580438,-0.0211016
3.5400e-08,-0.0580406,-0.0208359
3.5800e-08,-0.058075,-0.0218594
3.6200e-08,-0.0580734,-0.0230625
3.6600e-08,-0.0580703,-0.0230859
3.7000e-08,-0.0580594,-0.0220547
3.7400e-08,-0.0580953,-0.0219922
3.7800e-08,-0.0580406,-0.0223672
3.8200e-08,-0.0580313,-0.0229141
3.8600e-08,-0.0580344,-0.0235078
3.9000e-08,-0.0580875,-0.0240547
3.9400e-08,-0.0580453,-0.0240078
3.9800e-08,-0.0580578,-0.0242266
4.0200e-08,-0.0580672,-0.0246328
4.0600e-08,-0.0580484,-0.0244766
4.1000e-08,-0.0580453,-0.0253828
4.1400e-08,-0.0580375,-0.0258359
4.1800e-08,-0.0580391,-0.0253984
4.2200e-08,-0.0580563,-0.0248203
4.2600e-08,-0.0580688,-0.0248281
4.3000e-08,-0.0580797,-0.0255
4.3400e-08,-0.0580344,-0.0254141
4.3800e-08,-0.0580734,-0.0253516
4.4200e-08,-0.0578016,-0.0254609
4.4600e-08,-0.0565719,-0.0257656
4.5000e-08,-0.0521969,-0.0255078
4.5400e-08,-0.0424594,-0.0254141
4.5800e-08,-0.0267875,-0.0254063
4.6200e-08,-0.00806563,-0.0255078
4.6600e-08,0.00891562,-0.0250391
4.7000e-08,0.0204297,-0.0250078
4.7400e-08,0.0252062,-0.0251953
4.7800e-08,0.0241375,-0.0251328
4.8200e-08,0.0194516,-0.0243359
4.8600e-08,0.0135328,-0.0244453
4.9000e-08,0.00862344,-0.0244609
4.9400e-08,0.00585469,-0.0240547
4.9800e-08,0.00548906,-0.0234844
5.0200e-08,0.00648125,-0.0228281
5.0600e-08,0.00782031,-0.0219297
5.1000e-08,0.00842656,-0.0215
5.1400e-08,0.00828125,-0.0210313
5.1800e-08,0.00764219,-0.020875
5.2200e-08,0.00716406,-0.0203359
5.2600e-08,0.00723281,-0.0199297
5.3000e-08,0.0079125,-0.0195625
5.3400e-08,0.0089,-0.0185312
5.3800e-08,0.00972656,-0.0180781
5.4200e-08,0.0100625,-0.0177656
5.4600e-08,0.00989219,-0.0165469
5.5000e-08,0.00911406,-0.0159531
5.5400e-08,0.00837187,-0.0153984
5.5800e-08,0.00792656,-0.0146094
5.6200e-08,0.0079,-0.0139375
5.6600e-08,0.00814219,-0.0131562
5.7000e-08,0.00849219,-0.01225
5.7400e-08,0.00873125,-0.0119063
5.7800e-08,0.00884219,-0.0113359
5.8200e-08,0.0087625,-0.0104141
5.8600e-08,0.00854687,-0.0100391
5.9000e-08,0.008275,-0.00985156
5.9400e-08,0.00812031,-0.00949219
5.9800e-08,0.00814062,-0.00891406
6.0200e-08,0.00825469,-0.00815625
6.0600e-08,0.00835156,-0.00777344
6.1000e-08,0.0084375,-0.00721094
6.1400e-08,0.00840625,-0.00664062
6.1800e-08,0.00827031,-0.0065
6.2200e-08,0.00801562,-0.00614844
6.2600e-08,0.0078125,-0.0059375
6.3000e-08,0.00765,-0.00573437
6.3400e-08,0.00764219,-0.00521094
6.3800e-08,0.00763125,-0.00514062
6.4200e-08,0.0076125,-0.00492188
6.4600e-08,0.00689688,-0.00496875
6.5000e-08,0.00396563,-0.00467969
6.5400e-08,-0.00354844,-0.00464062
6.5800e-08,-0.0166828,-0.00445313
6.6200e-08,-0.0338844,-0.00420313
6.6600e-08,-0.0514109,-0.00422656
6.7000e-08,-0.0654578,-0.00428906
6.7400e-08,-0.0722391,-0.00417969
6.7800e-08,-0.0723734,-0.0045
6.8200e-08,-0.0723531,-0.00435937
6.8600e-08,-0.0685656,-0.00446875
6.9000e-08,-0.0625391,-0.00429688
6.9400e-08,-0.0574969,-0.00465625
6.9800e-08,-0.0544625,-0.00484375
7.0200e-08,-0.0539141,-0.00517969

